Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,Producao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2021,3T,"2021\\textos\\2021_3T_AP.txt, 2021\\textos\\2021_3T_RR.txt",21.317 milhões R$,7.023 milhões R$,5.594 milhões R$,Não informado,32.9%,26.2%,"188 milhões R$ (vendas), 340 milhões R$ (gerais e administrativas)","5,6 bilhões R$",Não informado,Não informado,3.416 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,17.238 milhões R$,7.023 milhões R$,5.594 milhões R$,Não informado,40.7%,32.5%,"2,5% da receita líquida",Não informado,Não informado,Não informado,Não informado,80%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,80%
2021,3T,2021\\textos\\2021_3T_RR.txt,Não informado,Não informado,7.389 milhões R$,Não informado,Não informado,Não informado,"1.380 milhões R$ (IR/CS), 78 milhões R$ (efeitos cambiais), 56 milhões R$ (demais contas), -354 milhões R$ (itens não recorrentes)",8.431 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,10.060 milhões R$,4.005 milhões R$,Não informado,Não informado,39.8%,Não informado,6.221 milhões R$,747 milhões R$,810 milhões R$,Não informado,1.642 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,7.445 milhões R$,1.892 milhões R$,Não informado,Não informado,25.4%,Não informado,5.786 milhões R$,Não informado,Não informado,Não informado,1.229 mil toneladas,Acima de 90%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,1.860 milhões R$,602 milhões R$,Não informado,Não informado,32.4%,Não informado,1.438 milhões R$,Não informado,Não informado,Não informado,160 mil toneladas,Acima de 90%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,2.871 milhões R$,539 milhões R$,Não informado,Não informado,18.8%,Não informado,2.405 milhões R$,Não informado,Não informado,Não informado,386 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,21.317 milhões R$,Não informado,5.594 milhões R$,Não informado,Não informado,26.2%,Despesas com vendas: 188 milhões R$; Despesas gerais e administrativas: 340 milhões R$; Outras despesas operacionais: 282 milhões R$,14.173 milhões R$,Não informado,Não informado,Não informado,Mais de 70%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,Não informado,Não informado,5.594 milhões R$,Não informado,Não informado,Não informado,"{Depreciação e amortização: 673 milhões R$, Despesa juros dívidas financeiras: 272 milhões R$, Benefícios pós-emprego: 72 milhões R$}",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2021\\textos\\2021_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"{Pagamento de juros de empréstimos e financiamentos: 129 milhões R$, Pagamento de juros de arrendamento mercantil: 16 milhões R$, Pagamento de imposto de renda e contribuição social: 564 milhões R$, Adições de imobilizado: 810 milhões R$, Adições de outros ativos intangíveis: 26 milhões R$, Dividendos e juros sobre o capital próprio pagos: 924 milhões R$, Pagamentos de empréstimos e financiamentos: 161 milhões R$, Pagamento de arrendamento mercantil: 71 milhões R$}",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_AP.txt,Não informado,5.355 milhões R$,13.879 milhões R$,Não informado,Não informado,Não informado,Não informado,4.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,21.555 milhões R$,7.023 milhões R$,5.983 milhões R$,Não informado,32.6%,27.8%,633 milhões R$,6.787 milhões,Não informado,Não informado,3.279 mil toneladas,74%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,Não informado,7.023 milhões R$,3.560 milhões R$,Não informado,"27,8%",Não informado,"2,9% da receita líquida",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Despesa com recompra de bonds: (857); Impactos custos fixos de usinas paradas: (251); Perdas pela não recuperabilidade de ativos: (1.002),6.787 milhões,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,5.787 milhões R$,1.790 milhões R$,Não informado,Não informado,30.9%,Não informado,4.119 milhões R$,Não informado,Não informado,Não informado,1.458 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,7.893 milhões R$,2.162 milhões R$,Não informado,Não informado,27.4%,Não informado,6.058 milhões R$,Não informado,Não informado,Não informado,1.229 mil toneladas,Acima de 90%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,6.857 milhões R$,2.167 milhões R$,Não informado,Não informado,31.6%,Não informado,5.333 milhões R$,Não informado,Não informado,Não informado,1.326 mil toneladas,Acima de 90%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,2.871 milhões R$,539 milhões R$,310 milhões R$,Não informado,18.8%,10.8%,2.405 milhões R$,Não informado,Não informado,Não informado,448 mil toneladas,70%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,Não informado,2021\\textos\\2021_4T_RR.txt,78.345 milhões R$,Não informado,15.559 milhões R$,Não informado,Não informado,19.9%,2.104 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,Não informado,2021\\textos\\2021_4T_RR.txt,Não informado,Não informado,15.559 milhões R$,Não informado,Não informado,Não informado,0.707 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2021\\textos\\2021_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_AP.txt,20.330 milhões R$,5.827 milhões R$,2.940 milhões R$,Não informado,28.7%,14.5%,Não informado,Não informado,Não informado,Não informado,3.055 mil toneladas,91%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_AP.txt,Não informado,5.827 milhões R$,Não informado,Não informado,Não informado,Não informado,593 milhões R$ (CAPEX),12.8 milhões R$,593 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_RR.txt,16.343 milhões R$,4.318 milhões R$,2.940 milhões R$,Não informado,26.4%,18.0%,"469 milhões R$ (Despesas com vendas), 155 milhões R$ (Despesas gerais e administrativas), 314 milhões R$ (Despesas totais DVGA)",5.176 milhões R$,Não informado,Não informado,3.406 mil toneladas,80 megawatts (Parque Solar Midlothian TX),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,75%
2022,1T,2022\\textos\\2022_1T_RR.txt,6.883 milhões R$,2.537 milhões R$,Não informado,Não informado,36.9%,Não informado,4.486 milhões R$,Não informado,Não informado,Não informado,1.527 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_RR.txt,8.222 milhões R$,2.711 milhões R$,Não informado,Não informado,33.0%,Não informado,5.856 milhões R$,Não informado,Não informado,Não informado,1.214 mil toneladas,Acima de 90%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_RR.txt,3.219 milhões R$,692 milhões R$,Não informado,Não informado,21.5%,Não informado,2.601 milhões R$,Não informado,Não informado,Não informado,494 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_RR.txt,1.753 milhões R$,483 milhões R$,Não informado,Não informado,27.6%,Não informado,1.405 milhões R$,Não informado,Não informado,Não informado,332 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_RR.txt,20.330 milhões R$,Não informado,2.940 milhões R$,Não informado,Não informado,14.5%,Despesas com vendas: 168 milhões R$; Despesas gerais e administrativas: 326 milhões R$; Despesas financeiras: 361 milhões R$,5.177 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_1T_RR.txt,Não informado,Não informado,2.940 milhões R$,Não informado,Não informado,Não informado,Depreciação/amortização: 658.811 mil R$; Juros dívidas: 246.053 mil R$; Juros arrendamento: 19.131 mil R$; Pagamento juros empréstimos/financiamentos: 104.637 mil R$; Pagamento IR/CS: 308.556 mil R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_AP.txt,22.968 milhões R$,5.827 milhões R$,4.298 milhões R$,Não informado,25.4%,18.7%,Não informado,Não informado,Não informado,Não informado,3.055 mil toneladas,93%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_AP.txt,Não informado,3.215 milhões R$,Não informado,Não informado,Não informado,Não informado,CAPEX: 959 milhões R$; Capital de giro: 776 milhões R$; Imposto de renda: 359 milhões R$; Custo dívida líquido: 1.371 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_AP.txt,Não informado,Não informado,5.926 milhões R$,Não informado,Não informado,Não informado,Não informado,"3,9 bilhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,22.968 milhões R$,6.680 milhões R$,4.298 milhões R$,Não informado,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,3.245 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,"23,0 bilhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.429 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,83%
2022,2T,2022\\textos\\2022_2T_RR.txt,22.968 milhões R$,6.680 milhões R$,4.298 milhões R$,Não informado,29.1%,18.7%,"516 milhões R$ (Despesas com vendas, gerais e administrativas); 178 milhões R$ (Despesas com vendas); 338 milhões R$ (Despesas gerais e administrativas); R$ 51 milhões (Despesa com recompra de bonds); R$ 361 milhões (Resultado financeiro negativo); R$ 1.131 milhões (Imposto de renda e contribuição social)",4.700 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,1T,2022\\textos\\2022_2T_RR.txt,20.330 milhões R$,5.827 milhões R$,2.940 milhões R$,Não informado,28.7%,14.5%,"494 milhões R$ (Despesas com vendas, gerais e administrativas); 168 milhões R$ (Despesas com vendas); 326 milhões R$ (Despesas gerais e administrativas)",5.176 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,2T,2022\\textos\\2022_2T_RR.txt,19.130 milhões R$,5.897 milhões R$,3.934 milhões R$,Não informado,30.8%,20.6%,"476 milhões R$ (Despesas com vendas, gerais e administrativas); 168 milhões R$ (Despesas com vendas); 308 milhões R$ (Despesas gerais e administrativas)",10.168 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,9.588 milhões R$,2.288 milhões R$,Não informado,Não informado,23.9%,Não informado,7.481 milhões R$,Não informado,Não informado,Não informado,1.576 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,8.573 milhões R$,2.836 milhões R$,Não informado,Não informado,33.1%,Não informado,6.121 milhões R$,Não informado,Não informado,Não informado,1.145 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,3.657 milhões R$,928 milhões R$,Não informado,Não informado,25.4%,Não informado,2.808 milhões R$,Não informado,Não informado,Não informado,507 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,1.894 milhões R$,740 milhões R$,Não informado,Não informado,39.1%,Não informado,1.375 milhões R$,Não informado,Não informado,Não informado,201 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,22.968 milhões R$,Não informado,4.298 milhões R$,Não informado,Não informado,18.7%,178 milhões R$ (vendas) + 338 milhões R$ (G&A),Não informado,Não informado,Não informado,11.000 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_2T_RR.txt,5.777 milhões R$,4.161 milhões R$,1.616 milhões R$,Não informado,72.0%,28.0%,2.549 milhões R$,1.136 milhões R$,Não informado,Não informado,11.000 mil toneladas,250 mil hectares de florestas renováveis; 2 minas de minério de ferro,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2022\\textos\\2022_3T_AP.txt,22.968 milhões R$,7.023 milhões R$,4.560 milhões R$,Não informado,30.6%,19.9%,Não informado,8.4 milhões R$,Não informado,Não informado,9.557 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_3T_AP.txt,21.317 milhões R$,6.680 milhões R$,4.298 milhões R$,Não informado,31.3%,20.2%,Não informado,7.8 milhões R$,Não informado,Não informado,8.620 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_AP.txt,21.149 milhões R$,5.369 milhões R$,3.022 milhões R$,Não informado,25.4%,14.3%,Não informado,8.6 milhões R$,Não informado,Não informado,8.244 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,21.149 milhões R$,5.369 milhões R$,3.022 milhões R$,Não informado,25.4%,14.3%,Não informado,"0,16x EBITDA",Não informado,Não informado,2.930 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,21.149 milhões R$,5.200 milhões R$,3.022 milhões R$,Não informado,24.6%,14.3%,555 milhões R$,2.098 milhões R$,Não informado,Não informado,2.965 mil toneladas,72%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2T,2022\\textos\\2022_3T_RR.txt,22.968 milhões R$,6.492 milhões R$,4.298 milhões R$,Não informado,28.3%,18.7%,516 milhões R$,1.952 milhões R$,Não informado,Não informado,3.429 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,3T,2022\\textos\\2022_3T_RR.txt,21.317 milhões R$,8.061 milhões R$,5.594 milhões R$,Não informado,37.8%,26.2%,527 milhões R$,747 milhões R$,Não informado,Não informado,3.416 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,8.484 milhões R$,1.563 milhões R$,Não informado,Não informado,18.4%,Não informado,7.101 milhões R$,4.266 milhões R$,Não informado,Não informado,1.281 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,7.832 milhões R$,2.579 milhões R$,Não informado,Não informado,32.9%,Não informado,5.608 milhões R$,Não informado,Não informado,Não informado,1.127 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,7.800 milhões R$,2.600 milhões R$,Não informado,Não informado,33.3%,Não informado,Não informado,Não informado,Não informado,Não informado,383 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,1.972 milhões R$,573 milhões R$,Não informado,Não informado,29.1%,Não informado,1.511 milhões R$,Não informado,Não informado,Não informado,175 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,21.149 milhões R$,Não informado,3.022 milhões R$,Não informado,Não informado,14.3%,183.8 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,Não informado,Não informado,3.022 milhões R$,Não informado,Não informado,Não informado,Depreciação e amortização: 737 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Adições de imobilizado: 1.056 milhões R$; Adições de outros ativos intangíveis: 54 milhões R$; Compras de ações em tesouraria: 161 milhões R$; Dividendos e juros sobre o capital próprio pagos: 71 milhões R$; Pagamentos de empréstimos e financiamentos: 1.197 milhões R$; Pagamento de arrendamento mercantil: 89 milhões R$,"Empréstimos e financiamentos obtidos: 137 milhões R$; Financiamentos com empresas ligadas, líquido: 5 milhões R$; Caixa líquido aplicado nas atividades de financiamentos: -1.929 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"11.000 mil toneladas (anual, sucata de aço reciclada)",250 mil hectares de florestas renováveis de eucalipto; 2 minas de minério de ferro em Minas Gerais; maior produtora mundial de carvão vegetal,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_AP.txt,17.964 milhões R$,3.630 milhões R$,1.333 milhões R$,Não informado,20.2%,7.4%,Não informado,5.400 milhões R$,Não informado,Não informado,2.672 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_AP.txt,6.472 milhões R$,1.824 milhões R$,Não informado,Não informado,28.2%,Não informado,Não informado,Não informado,Não informado,Não informado,887 mil toneladas,85%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_AP.txt,3.274 milhões R$,525 milhões R$,Não informado,Não informado,16.0%,Não informado,Não informado,Não informado,Não informado,Não informado,401 mil toneladas,60%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_AP.txt,6.877 milhões R$,757 milhões R$,Não informado,Não informado,11.0%,Não informado,Não informado,Não informado,Não informado,Não informado,1.151 mil toneladas,54%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_AP.txt,2.240 milhões R$,354 milhões R$,Não informado,Não informado,15.8%,Não informado,Não informado,Não informado,Não informado,Não informado,290 mil toneladas,92%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,17.964 milhões R$,3.630 milhões R$,1.333 milhões R$,Não informado,20.2%,7.4%,Não informado,Não informado,Não informado,Não informado,2.672 mil toneladas,68%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,Não informado,3.600 milhões R$,1.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.900 mil toneladas,68%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,17.964 milhões R$,3.254 milhões R$,1.218 milhões R$,Não informado,18.1%,6.8%,622 milhões R$,7.173 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,3T,2022\\textos\\2022_4T_RR.txt,21.149 milhões R$,5.200 milhões R$,3.022 milhões R$,Não informado,24.6%,14.3%,Não informado,4.266 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,4T,2022\\textos\\2022_4T_RR.txt,21.555 milhões R$,5.220 milhões R$,3.560 milhões R$,Não informado,24.2%,16.5%,Não informado,7.253 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,Não informado,2022\\textos\\2022_4T_RR.txt,82.412 milhões R$,20.619 milhões R$,11.480 milhões R$,Não informado,25.0%,13.9%,2.188 milhões R$,7.173 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2021,Não informado,2022\\textos\\2022_4T_RR.txt,78.345 milhões R$,23.681 milhões R$,15.559 milhões R$,Não informado,30.2%,19.9%,Não informado,7.253 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,6.877 milhões R$,757 milhões R$,Não informado,Não informado,11.0%,Não informado,6.275 milhões R$,Não informado,Não informado,Não informado,1.251 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,4T,2022\\textos\\2022_4T_RR.txt,6.472 milhões R$,1.824 milhões R$,Não informado,Não informado,28.2%,Não informado,5.106 milhões R$,Não informado,Não informado,Não informado,1.022 mil toneladas,92%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
