id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
10076,Calibrador Robos,0.87,0.81,0.92,0.85,94.38,96.94,0.81,0.89,2016-02-24 19:00:00
10077,Medidor Corrente,0.93,0.82,0.94,0.84,95.52,103.67,0.84,0.87,2016-02-24 20:00:00
10078,Equipamento Solda por Onda,0.81,0.86,0.98,0.81,92.18,118.67,0.93,0.74,2016-02-24 21:00:00
10079,Inspetor Visual Otico,0.81,0.77,0.98,0.81,71.08,88.88,0.83,0.79,2016-02-24 22:00:00
10080,Calibrador Robos,0.81,0.83,0.93,0.78,75.05,108.87,0.9,0.76,2016-02-24 23:00:00
10081,Testador Circuito SMT,0.94,0.91,0.94,0.85,75.85,88.69,0.9,0.71,2016-02-25 00:00:00
10082,Testador Circuito SMT,0.88,0.77,0.96,0.86,97.36,103.6,0.87,0.8,2016-02-25 01:00:00
10083,Inspetor Visual Otico,0.91,0.85,0.96,0.86,72.12,92.91,0.82,0.88,2016-02-25 02:00:00
10084,Medidor Corrente,0.82,0.86,0.93,0.88,92.84,87.67,0.82,0.87,2016-02-25 03:00:00
10085,Testador Circuito SMT,0.89,0.84,0.95,0.84,98.34,81.67,0.85,0.85,2016-02-25 04:00:00
10086,Scanner AOI,0.9,0.8,0.94,0.85,87.99,118.35,0.89,0.72,2016-02-25 05:00:00
10087,Calibrador Robos,0.9,0.79,0.98,0.82,92.58,111.72,0.81,0.85,2016-02-25 06:00:00
10088,Testador Circuito SMT,0.88,0.83,0.93,0.85,99.95,93.63,0.94,0.89,2016-02-25 07:00:00
10089,Testador Circuito SMT,0.8,0.78,0.93,0.78,70.29,91.48,0.93,0.85,2016-02-25 08:00:00
10090,Calibrador Robos,0.87,0.87,0.93,0.81,83.3,107.75,0.81,0.84,2016-02-25 09:00:00
10091,Equipamento Solda por Onda,0.93,0.87,0.97,0.81,73.82,92.79,0.89,0.81,2016-02-25 10:00:00
10092,Equipamento Solda por Refusao,0.94,0.87,0.91,0.88,71.54,114.66,0.86,0.9,2016-02-25 11:00:00
10093,Scanner AOI,0.87,0.75,0.99,0.88,73.54,87.45,0.82,0.87,2016-02-25 12:00:00
10094,Equipamento Solda por Refusao,0.82,0.76,0.99,0.76,88.33,93.14,0.87,0.87,2016-02-25 13:00:00
10095,Equipamento Solda por Refusao,0.92,0.88,0.93,0.76,77.84,111.44,0.9,0.72,2016-02-25 14:00:00
10096,Calibrador Robos,0.91,0.82,0.99,0.89,96.7,119.56,0.94,0.83,2016-02-25 15:00:00
10097,Calibrador Robos,0.88,0.86,0.9,0.86,98.92,88.1,0.87,0.82,2016-02-25 16:00:00
10098,Equipamento Solda por Refusao,0.83,0.86,0.98,0.78,75.48,103.09,0.92,0.7,2016-02-25 17:00:00
10099,Scanner AOI,0.81,0.79,0.92,0.76,93.36,98.73,0.83,0.87,2016-02-25 18:00:00
10100,Testador Circuito SMT,0.93,0.89,0.93,0.89,81.58,85.93,0.9,0.9,2016-02-25 19:00:00
10101,Scanner AOI,0.83,0.82,0.91,0.8,90.41,96.67,0.83,0.77,2016-02-25 20:00:00
10102,Equipamento Solda por Refusao,0.82,0.86,0.96,0.79,74.64,114.07,0.94,0.85,2016-02-25 21:00:00
10103,Equipamento Solda por Refusao,0.88,0.84,0.92,0.88,71.68,81.13,0.92,0.74,2016-02-25 22:00:00
10104,Scanner AOI,0.89,0.77,0.95,0.89,81.81,80.07,0.89,0.74,2016-02-25 23:00:00
10105,Medidor Corrente,0.93,0.88,0.94,0.85,86.28,105.7,0.8,0.74,2016-02-26 00:00:00
10106,Inspetor Visual Otico,0.81,0.77,0.98,0.83,70.86,104.75,0.94,0.76,2016-02-26 01:00:00
10107,Calibrador Robos,0.83,0.79,0.97,0.76,74.82,86.64,0.95,0.72,2016-02-26 02:00:00
10108,Calibrador Robos,0.9,0.82,0.9,0.81,83.38,102.68,0.94,0.82,2016-02-26 03:00:00
10109,Scanner AOI,0.91,0.82,0.92,0.81,78.17,93.33,0.82,0.71,2016-02-26 04:00:00
10110,Equipamento Solda por Onda,0.85,0.83,0.94,0.81,88.95,110.95,0.82,0.79,2016-02-26 05:00:00
10111,Equipamento Solda por Onda,0.89,0.91,0.91,0.88,92.32,83.17,0.87,0.85,2016-02-26 06:00:00
10112,Calibrador Robos,0.92,0.78,0.97,0.87,88.36,116.51,0.82,0.77,2016-02-26 07:00:00
10113,Equipamento Solda por Refusao,0.9,0.76,0.95,0.88,85.57,115.8,0.87,0.85,2016-02-26 08:00:00
10114,Inspetor Visual Otico,0.93,0.91,0.9,0.87,79.52,108.15,0.93,0.87,2016-02-26 09:00:00
10115,Medidor Corrente,0.87,0.8,0.91,0.8,80.61,82.59,0.92,0.84,2016-02-26 10:00:00
10116,Equipamento Solda por Onda,0.83,0.85,0.96,0.84,81.42,103.41,0.91,0.83,2016-02-26 11:00:00
10117,Calibrador Robos,0.89,0.85,0.97,0.85,71.19,108.36,0.8,0.72,2016-02-26 12:00:00
10118,Equipamento Solda por Refusao,0.88,0.76,0.95,0.86,77.93,86.82,0.93,0.79,2016-02-26 13:00:00
10119,Scanner AOI,0.85,0.9,0.97,0.76,78.76,114.71,0.85,0.74,2016-02-26 14:00:00
10120,Testador Circuito SMT,0.81,0.91,0.93,0.89,89.45,109.85,0.82,0.73,2016-02-26 15:00:00
10121,Scanner AOI,0.9,0.88,0.93,0.85,93.58,108.8,0.8,0.78,2016-02-26 16:00:00
10122,Calibrador Robos,0.85,0.87,0.95,0.75,70.44,119.44,0.86,0.76,2016-02-26 17:00:00
10123,Calibrador Robos,0.8,0.77,0.97,0.85,89.6,115.41,0.86,0.79,2016-02-26 18:00:00
10124,Inspetor Visual Otico,0.95,0.84,0.92,0.83,76.74,109.62,0.8,0.85,2016-02-26 19:00:00
10125,Equipamento Solda por Refusao,0.83,0.9,0.91,0.86,85.33,118.86,0.95,0.85,2016-02-26 20:00:00
10126,Inspetor Visual Otico,0.87,0.91,0.95,0.85,81.67,89.74,0.93,0.89,2016-02-26 21:00:00
10127,Calibrador Robos,0.85,0.8,0.92,0.79,72.14,110.85,0.9,0.75,2016-02-26 22:00:00
10128,Medidor Corrente,0.94,0.9,0.9,0.78,91.8,98.26,0.87,0.79,2016-02-26 23:00:00
10129,Equipamento Solda por Refusao,0.83,0.87,0.92,0.79,79.98,114.02,0.88,0.86,2016-02-27 00:00:00
10130,Testador Circuito SMT,0.81,0.77,0.92,0.78,83.76,90.12,0.9,0.88,2016-02-27 01:00:00
10131,Inspetor Visual Otico,0.87,0.83,0.91,0.81,97.03,85.25,0.83,0.79,2016-02-27 02:00:00
10132,Equipamento Solda por Refusao,0.83,0.9,0.91,0.87,82.16,89.23,0.85,0.77,2016-02-27 03:00:00
10133,Calibrador Robos,0.84,0.84,0.92,0.78,70.15,113.0,0.91,0.87,2016-02-27 04:00:00
10134,Inspetor Visual Otico,0.83,0.81,0.92,0.82,70.92,108.22,0.85,0.88,2016-02-27 05:00:00
10135,Scanner AOI,0.8,0.85,0.98,0.84,77.54,109.62,0.94,0.87,2016-02-27 06:00:00
10136,Calibrador Robos,0.86,0.77,0.97,0.75,98.55,81.65,0.81,0.79,2016-02-27 07:00:00
10137,Testador Circuito SMT,0.86,0.77,0.98,0.86,86.07,108.84,0.92,0.77,2016-02-27 08:00:00
10138,Scanner AOI,0.88,0.82,0.98,0.88,85.68,85.05,0.95,0.8,2016-02-27 09:00:00
10139,Inspetor Visual Otico,0.88,0.77,0.93,0.79,79.87,100.64,0.84,0.74,2016-02-27 10:00:00
10140,Calibrador Robos,0.89,0.88,0.93,0.87,75.43,117.93,0.88,0.9,2016-02-27 11:00:00
10141,Scanner AOI,0.85,0.86,0.99,0.79,96.54,83.14,0.89,0.88,2016-02-27 12:00:00
10142,Medidor Corrente,0.95,0.9,0.97,0.81,93.56,93.46,0.84,0.8,2016-02-27 13:00:00
10143,Scanner AOI,0.82,0.81,0.91,0.79,78.02,95.55,0.91,0.76,2016-02-27 14:00:00
10144,Calibrador Robos,0.84,0.91,0.97,0.84,71.52,95.03,0.91,0.84,2016-02-27 15:00:00
10145,Equipamento Solda por Refusao,0.92,0.79,0.94,0.82,82.77,107.96,0.81,0.72,2016-02-27 16:00:00
10146,Equipamento Solda por Onda,0.87,0.83,0.99,0.77,94.06,84.79,0.94,0.82,2016-02-27 17:00:00
10147,Inspetor Visual Otico,0.88,0.86,0.97,0.8,84.08,112.3,0.87,0.7,2016-02-27 18:00:00
10148,Calibrador Robos,0.87,0.87,0.95,0.86,97.02,116.88,0.93,0.86,2016-02-27 19:00:00
10149,Testador Circuito SMT,0.9,0.8,0.96,0.79,94.08,119.74,0.86,0.89,2016-02-27 20:00:00
10150,Medidor Corrente,0.86,0.75,0.98,0.85,92.96,112.81,0.92,0.71,2016-02-27 21:00:00
10151,Equipamento Solda por Refusao,0.92,0.88,0.91,0.86,94.32,115.49,0.95,0.84,2016-02-27 22:00:00
10152,Medidor Corrente,0.85,0.82,0.95,0.87,72.93,104.03,0.88,0.84,2016-02-27 23:00:00
10153,Equipamento Solda por Refusao,0.87,0.84,0.91,0.89,93.38,95.82,0.9,0.9,2016-02-28 00:00:00
10154,Equipamento Solda por Onda,0.84,0.85,0.99,0.88,88.09,92.24,0.93,0.78,2016-02-28 01:00:00
10155,Medidor Corrente,0.85,0.86,0.95,0.85,83.95,84.74,0.89,0.79,2016-02-28 02:00:00
10156,Equipamento Solda por Refusao,0.93,0.77,0.96,0.77,98.08,101.93,0.83,0.71,2016-02-28 03:00:00
10157,Calibrador Robos,0.92,0.8,0.93,0.82,91.77,85.18,0.88,0.81,2016-02-28 04:00:00
10158,Calibrador Robos,0.85,0.82,0.92,0.87,94.29,111.62,0.89,0.86,2016-02-28 05:00:00
10159,Equipamento Solda por Refusao,0.89,0.84,0.93,0.8,91.38,93.05,0.82,0.72,2016-02-28 06:00:00
10160,Equipamento Solda por Onda,0.85,0.76,0.91,0.81,75.7,113.72,0.95,0.73,2016-02-28 07:00:00
10161,Scanner AOI,0.84,0.84,0.95,0.87,87.29,112.56,0.93,0.83,2016-02-28 08:00:00
10162,Calibrador Robos,0.85,0.78,0.93,0.82,86.18,96.58,0.91,0.7,2016-02-28 09:00:00
10163,Equipamento Solda por Onda,0.88,0.9,0.97,0.81,86.14,118.23,0.89,0.84,2016-02-28 10:00:00
10164,Calibrador Robos,0.92,0.77,0.98,0.76,86.58,104.25,0.8,0.71,2016-02-28 11:00:00
10165,Equipamento Solda por Refusao,0.95,0.83,0.99,0.76,72.41,97.67,0.81,0.89,2016-02-28 12:00:00
10166,Medidor Corrente,0.84,0.87,0.94,0.87,70.54,108.45,0.85,0.81,2016-02-28 13:00:00
10167,Medidor Corrente,0.93,0.78,0.96,0.88,86.26,106.46,0.93,0.8,2016-02-28 14:00:00
10168,Scanner AOI,0.87,0.91,0.96,0.8,91.07,97.18,0.86,0.72,2016-02-28 15:00:00
10169,Scanner AOI,0.91,0.83,0.96,0.85,74.11,105.9,0.87,0.8,2016-02-28 16:00:00
10170,Testador Circuito SMT,0.85,0.79,0.98,0.84,85.47,115.39,0.86,0.9,2016-02-28 17:00:00
10171,Medidor Corrente,0.94,0.92,0.92,0.81,88.39,114.88,0.91,0.89,2016-02-28 18:00:00
10172,Testador Circuito SMT,0.93,0.79,0.95,0.78,90.42,82.96,0.93,0.88,2016-02-28 19:00:00
10173,Scanner AOI,0.91,0.83,0.99,0.89,94.09,84.81,0.87,0.75,2016-02-28 20:00:00
10174,Inspetor Visual Otico,0.85,0.75,0.98,0.86,85.01,117.2,0.85,0.72,2016-02-28 21:00:00
10175,Scanner AOI,0.85,0.85,0.97,0.8,72.13,117.48,0.89,0.8,2016-02-28 22:00:00
10176,Inspetor Visual Otico,0.9,0.88,0.91,0.78,75.62,100.51,0.88,0.79,2016-02-28 23:00:00
10177,Equipamento Solda por Refusao,0.9,0.83,0.91,0.87,76.74,80.71,0.92,0.74,2016-02-29 00:00:00
10178,Testador Circuito SMT,0.83,0.84,0.98,0.88,73.29,100.27,0.92,0.83,2016-02-29 01:00:00
10179,Testador Circuito SMT,0.92,0.81,0.92,0.88,78.96,112.59,0.88,0.8,2016-02-29 02:00:00
10180,Equipamento Solda por Refusao,0.88,0.85,0.95,0.79,97.31,86.75,0.83,0.85,2016-02-29 03:00:00
10181,Testador Circuito SMT,0.85,0.81,0.92,0.82,77.46,96.57,0.89,0.75,2016-02-29 04:00:00
10182,Medidor Corrente,0.87,0.83,0.97,0.82,77.76,106.66,0.84,0.81,2016-02-29 05:00:00
10183,Equipamento Solda por Onda,0.9,0.75,0.94,0.77,96.81,115.05,0.86,0.74,2016-02-29 06:00:00
10184,Equipamento Solda por Refusao,0.87,0.77,0.91,0.88,84.03,94.41,0.84,0.83,2016-02-29 07:00:00
10185,Medidor Corrente,0.83,0.88,0.94,0.77,99.67,104.07,0.84,0.77,2016-02-29 08:00:00
10186,Equipamento Solda por Refusao,0.89,0.8,0.97,0.82,72.44,92.7,0.9,0.84,2016-02-29 09:00:00
10187,Calibrador Robos,0.82,0.89,0.96,0.82,85.99,82.33,0.94,0.84,2016-02-29 10:00:00
10188,Equipamento Solda por Refusao,0.92,0.92,0.97,0.86,99.03,105.67,0.95,0.78,2016-02-29 11:00:00
10189,Equipamento Solda por Refusao,0.82,0.8,0.9,0.82,93.19,102.76,0.92,0.76,2016-02-29 12:00:00
10190,Testador Circuito SMT,0.82,0.78,0.93,0.86,88.17,92.94,0.89,0.88,2016-02-29 13:00:00
10191,Medidor Corrente,0.87,0.84,0.98,0.81,81.83,87.19,0.9,0.86,2016-02-29 14:00:00
10192,Medidor Corrente,0.85,0.82,0.98,0.79,91.61,81.96,0.91,0.78,2016-02-29 15:00:00
10193,Medidor Corrente,0.84,0.75,0.92,0.83,96.53,106.95,0.92,0.77,2016-02-29 16:00:00
10194,Inspetor Visual Otico,0.85,0.85,0.99,0.76,92.24,80.49,0.91,0.8,2016-02-29 17:00:00
10195,Calibrador Robos,0.95,0.8,0.96,0.9,94.78,104.1,0.94,0.79,2016-02-29 18:00:00
10196,Equipamento Solda por Onda,0.85,0.83,0.92,0.84,85.33,87.08,0.82,0.76,2016-02-29 19:00:00
10197,Inspetor Visual Otico,0.88,0.88,0.98,0.78,82.69,111.29,0.94,0.87,2016-02-29 20:00:00
10198,Calibrador Robos,0.87,0.87,0.98,0.87,96.66,97.65,0.81,0.72,2016-02-29 21:00:00
10199,Calibrador Robos,0.92,0.75,0.92,0.89,71.98,93.14,0.84,0.82,2016-02-29 22:00:00
10200,Calibrador Robos,0.91,0.83,0.93,0.87,74.17,84.99,0.95,0.89,2016-02-29 23:00:00
10201,Equipamento Solda por Onda,0.87,0.76,0.97,0.88,77.61,99.13,0.85,0.72,2016-03-01 00:00:00
10202,Medidor Corrente,0.92,0.79,0.97,0.84,92.07,90.79,0.89,0.81,2016-03-01 01:00:00
10203,Equipamento Solda por Refusao,0.86,0.84,0.9,0.84,91.88,116.19,0.94,0.79,2016-03-01 02:00:00
10204,Scanner AOI,0.82,0.78,0.95,0.88,92.97,99.91,0.85,0.78,2016-03-01 03:00:00
10205,Inspetor Visual Otico,0.88,0.85,0.92,0.89,78.8,95.19,0.9,0.9,2016-03-01 04:00:00
10206,Equipamento Solda por Refusao,0.8,0.81,0.94,0.84,76.39,118.87,0.81,0.7,2016-03-01 05:00:00
10207,Testador Circuito SMT,0.83,0.91,0.97,0.83,86.13,95.63,0.94,0.71,2016-03-01 06:00:00
10208,Scanner AOI,0.93,0.84,0.96,0.87,96.81,94.22,0.92,0.84,2016-03-01 07:00:00
10209,Inspetor Visual Otico,0.93,0.87,0.91,0.77,76.08,116.48,0.94,0.86,2016-03-01 08:00:00
10210,Inspetor Visual Otico,0.85,0.8,0.93,0.78,76.04,102.07,0.93,0.83,2016-03-01 09:00:00
10211,Equipamento Solda por Onda,0.86,0.85,0.92,0.9,81.78,100.9,0.81,0.85,2016-03-01 10:00:00
10212,Medidor Corrente,0.85,0.77,0.91,0.83,95.86,117.06,0.87,0.88,2016-03-01 11:00:00
10213,Medidor Corrente,0.94,0.88,0.9,0.85,82.36,110.93,0.94,0.82,2016-03-01 12:00:00
10214,Equipamento Solda por Refusao,0.88,0.79,0.9,0.83,86.99,109.3,0.83,0.82,2016-03-01 13:00:00
10215,Equipamento Solda por Onda,0.88,0.86,0.97,0.88,71.48,99.03,0.88,0.86,2016-03-01 14:00:00
10216,Equipamento Solda por Refusao,0.81,0.84,0.97,0.75,96.4,119.68,0.95,0.78,2016-03-01 15:00:00
10217,Equipamento Solda por Onda,0.84,0.88,0.9,0.78,93.14,91.31,0.91,0.9,2016-03-01 16:00:00
10218,Calibrador Robos,0.93,0.78,0.93,0.79,91.92,87.55,0.82,0.84,2016-03-01 17:00:00
10219,Equipamento Solda por Onda,0.85,0.82,0.95,0.89,97.66,101.96,0.92,0.81,2016-03-01 18:00:00
10220,Scanner AOI,0.84,0.81,0.97,0.8,94.81,99.81,0.87,0.71,2016-03-01 19:00:00
10221,Equipamento Solda por Refusao,0.94,0.82,0.98,0.82,78.71,85.19,0.87,0.8,2016-03-01 20:00:00
10222,Inspetor Visual Otico,0.91,0.8,0.97,0.79,89.25,118.67,0.92,0.9,2016-03-01 21:00:00
10223,Scanner AOI,0.92,0.76,0.91,0.83,80.81,88.14,0.89,0.87,2016-03-01 22:00:00
10224,Calibrador Robos,0.93,0.88,0.98,0.75,97.48,112.31,0.91,0.82,2016-03-01 23:00:00
10225,Equipamento Solda por Onda,0.87,0.9,0.99,0.85,70.77,89.56,0.8,0.76,2016-03-02 00:00:00
10226,Equipamento Solda por Refusao,0.83,0.77,0.96,0.86,99.03,105.29,0.81,0.8,2016-03-02 01:00:00
10227,Equipamento Solda por Refusao,0.81,0.86,0.97,0.8,74.46,87.8,0.87,0.74,2016-03-02 02:00:00
10228,Equipamento Solda por Refusao,0.82,0.78,0.98,0.89,75.31,90.65,0.91,0.88,2016-03-02 03:00:00
10229,Equipamento Solda por Refusao,0.83,0.86,0.99,0.81,97.36,99.96,0.86,0.74,2016-03-02 04:00:00
10230,Equipamento Solda por Onda,0.82,0.76,0.93,0.79,74.97,83.69,0.92,0.75,2016-03-02 05:00:00
10231,Testador Circuito SMT,0.9,0.9,0.96,0.86,96.05,113.82,0.82,0.74,2016-03-02 06:00:00
10232,Scanner AOI,0.8,0.83,0.95,0.85,85.97,82.78,0.89,0.87,2016-03-02 07:00:00
10233,Calibrador Robos,0.83,0.86,0.99,0.77,97.96,81.81,0.82,0.87,2016-03-02 08:00:00
10234,Inspetor Visual Otico,0.91,0.81,0.94,0.75,77.67,93.15,0.9,0.72,2016-03-02 09:00:00
10235,Calibrador Robos,0.8,0.77,0.97,0.76,75.18,102.39,0.89,0.81,2016-03-02 10:00:00
10236,Scanner AOI,0.81,0.92,0.93,0.84,94.7,120.0,0.84,0.87,2016-03-02 11:00:00
10237,Equipamento Solda por Onda,0.95,0.88,0.91,0.89,78.68,98.59,0.84,0.89,2016-03-02 12:00:00
10238,Inspetor Visual Otico,0.84,0.76,0.97,0.77,90.23,108.32,0.84,0.9,2016-03-02 13:00:00
10239,Equipamento Solda por Refusao,0.9,0.81,0.98,0.79,93.0,115.09,0.85,0.75,2016-03-02 14:00:00
10240,Medidor Corrente,0.94,0.76,0.91,0.83,76.19,84.97,0.95,0.87,2016-03-02 15:00:00
10241,Equipamento Solda por Refusao,0.87,0.82,0.91,0.86,99.8,99.95,0.88,0.84,2016-03-02 16:00:00
10242,Scanner AOI,0.8,0.78,0.91,0.83,97.01,93.42,0.86,0.83,2016-03-02 17:00:00
10243,Testador Circuito SMT,0.83,0.86,0.97,0.85,96.07,103.13,0.91,0.86,2016-03-02 18:00:00
10244,Calibrador Robos,0.93,0.76,0.91,0.8,90.47,112.65,0.87,0.74,2016-03-02 19:00:00
10245,Equipamento Solda por Refusao,0.91,0.91,0.95,0.8,92.34,100.77,0.88,0.75,2016-03-02 20:00:00
10246,Equipamento Solda por Refusao,0.89,0.82,0.97,0.82,96.33,99.02,0.88,0.78,2016-03-02 21:00:00
10247,Testador Circuito SMT,0.91,0.88,0.9,0.76,99.66,99.06,0.95,0.85,2016-03-02 22:00:00
10248,Equipamento Solda por Refusao,0.84,0.92,0.95,0.84,93.55,81.09,0.83,0.75,2016-03-02 23:00:00
10249,Medidor Corrente,0.93,0.8,0.91,0.83,97.5,114.55,0.89,0.88,2016-03-03 00:00:00
10250,Equipamento Solda por Refusao,0.93,0.83,0.91,0.82,98.44,107.16,0.85,0.86,2016-03-03 01:00:00
10251,Medidor Corrente,0.88,0.76,0.99,0.86,76.61,116.04,0.87,0.83,2016-03-03 02:00:00
10252,Medidor Corrente,0.83,0.78,0.93,0.81,76.43,84.17,0.83,0.84,2016-03-03 03:00:00
10253,Calibrador Robos,0.85,0.82,0.97,0.87,90.31,103.75,0.95,0.74,2016-03-03 04:00:00
10254,Scanner AOI,0.93,0.82,0.91,0.77,74.23,107.84,0.88,0.89,2016-03-03 05:00:00
10255,Calibrador Robos,0.9,0.89,0.92,0.84,92.32,87.89,0.8,0.8,2016-03-03 06:00:00
10256,Calibrador Robos,0.87,0.92,0.94,0.77,90.18,106.78,0.84,0.78,2016-03-03 07:00:00
10257,Equipamento Solda por Refusao,0.82,0.87,0.92,0.88,88.41,118.27,0.87,0.88,2016-03-03 08:00:00
10258,Calibrador Robos,0.93,0.89,0.95,0.76,75.62,95.81,0.84,0.77,2016-03-03 09:00:00
10259,Calibrador Robos,0.9,0.75,0.91,0.85,97.42,107.97,0.84,0.8,2016-03-03 10:00:00
10260,Equipamento Solda por Refusao,0.81,0.91,0.91,0.85,85.17,119.75,0.82,0.72,2016-03-03 11:00:00
10261,Testador Circuito SMT,0.81,0.9,0.99,0.87,80.95,110.16,0.94,0.78,2016-03-03 12:00:00
10262,Scanner AOI,0.93,0.9,0.96,0.83,91.16,108.95,0.9,0.87,2016-03-03 13:00:00
10263,Medidor Corrente,0.87,0.85,0.92,0.81,86.87,92.01,0.84,0.85,2016-03-03 14:00:00
10264,Testador Circuito SMT,0.87,0.78,0.96,0.83,82.69,96.51,0.89,0.77,2016-03-03 15:00:00
10265,Calibrador Robos,0.93,0.75,0.97,0.81,85.28,90.95,0.93,0.85,2016-03-03 16:00:00
10266,Testador Circuito SMT,0.91,0.89,0.98,0.77,86.28,94.85,0.82,0.89,2016-03-03 17:00:00
10267,Inspetor Visual Otico,0.83,0.86,0.98,0.88,98.83,103.09,0.93,0.82,2016-03-03 18:00:00
10268,Medidor Corrente,0.92,0.84,0.96,0.79,82.5,82.17,0.82,0.82,2016-03-03 19:00:00
10269,Equipamento Solda por Refusao,0.84,0.86,0.94,0.79,89.91,95.59,0.95,0.72,2016-03-03 20:00:00
10270,Scanner AOI,0.89,0.83,0.94,0.78,73.82,82.82,0.88,0.74,2016-03-03 21:00:00
10271,Inspetor Visual Otico,0.84,0.87,0.95,0.83,85.88,92.53,0.93,0.89,2016-03-03 22:00:00
10272,Testador Circuito SMT,0.84,0.86,0.99,0.75,88.68,81.7,0.81,0.83,2016-03-03 23:00:00
10273,Inspetor Visual Otico,0.94,0.78,0.97,0.85,71.88,99.27,0.8,0.8,2016-03-04 00:00:00
10274,Equipamento Solda por Onda,0.82,0.77,0.97,0.77,85.58,117.56,0.8,0.75,2016-03-04 01:00:00
10275,Testador Circuito SMT,0.82,0.82,0.93,0.8,80.57,97.41,0.88,0.8,2016-03-04 02:00:00
10276,Calibrador Robos,0.88,0.9,0.98,0.81,99.0,99.05,0.86,0.71,2016-03-04 03:00:00
10277,Medidor Corrente,0.83,0.77,0.94,0.89,73.28,101.41,0.94,0.89,2016-03-04 04:00:00
10278,Equipamento Solda por Onda,0.81,0.91,0.97,0.81,84.78,116.78,0.94,0.87,2016-03-04 05:00:00
10279,Scanner AOI,0.82,0.76,0.94,0.82,93.72,85.13,0.89,0.88,2016-03-04 06:00:00
10280,Equipamento Solda por Refusao,0.95,0.87,0.93,0.79,70.49,107.5,0.87,0.87,2016-03-04 07:00:00
10281,Testador Circuito SMT,0.95,0.76,0.9,0.82,74.39,105.39,0.9,0.72,2016-03-04 08:00:00
10282,Medidor Corrente,0.87,0.78,0.92,0.76,92.93,81.33,0.82,0.85,2016-03-04 09:00:00
10283,Equipamento Solda por Refusao,0.87,0.9,0.9,0.77,75.55,105.56,0.82,0.85,2016-03-04 10:00:00
10284,Scanner AOI,0.94,0.83,0.98,0.89,92.93,98.98,0.83,0.78,2016-03-04 11:00:00
10285,Calibrador Robos,0.92,0.9,0.98,0.87,83.36,116.87,0.84,0.84,2016-03-04 12:00:00
10286,Equipamento Solda por Refusao,0.81,0.87,0.96,0.89,97.54,110.17,0.88,0.74,2016-03-04 13:00:00
10287,Calibrador Robos,0.84,0.89,0.98,0.79,72.76,96.46,0.86,0.9,2016-03-04 14:00:00
10288,Equipamento Solda por Refusao,0.81,0.86,0.95,0.79,95.45,99.93,0.83,0.78,2016-03-04 15:00:00
10289,Inspetor Visual Otico,0.9,0.81,0.96,0.79,88.23,81.42,0.87,0.86,2016-03-04 16:00:00
10290,Equipamento Solda por Refusao,0.94,0.82,0.98,0.77,85.73,95.44,0.85,0.73,2016-03-04 17:00:00
10291,Equipamento Solda por Refusao,0.89,0.86,0.99,0.81,88.56,86.5,0.82,0.81,2016-03-04 18:00:00
10292,Medidor Corrente,0.91,0.86,0.95,0.79,99.15,107.18,0.89,0.74,2016-03-04 19:00:00
10293,Medidor Corrente,0.87,0.87,0.95,0.79,72.1,92.92,0.9,0.89,2016-03-04 20:00:00
10294,Equipamento Solda por Refusao,0.89,0.84,0.93,0.8,70.56,96.93,0.94,0.86,2016-03-04 21:00:00
10295,Equipamento Solda por Onda,0.95,0.84,0.94,0.79,91.46,114.61,0.85,0.86,2016-03-04 22:00:00
10296,Inspetor Visual Otico,0.91,0.78,0.93,0.77,70.78,115.95,0.89,0.78,2016-03-04 23:00:00
10297,Inspetor Visual Otico,0.81,0.89,0.92,0.87,73.86,114.02,0.84,0.76,2016-03-05 00:00:00
10298,Calibrador Robos,0.86,0.87,0.98,0.77,82.85,93.15,0.92,0.8,2016-03-05 01:00:00
10299,Equipamento Solda por Onda,0.81,0.84,0.93,0.85,75.53,101.7,0.91,0.85,2016-03-05 02:00:00
10300,Equipamento Solda por Onda,0.82,0.92,0.96,0.78,71.56,106.82,0.94,0.8,2016-03-05 03:00:00
10301,Calibrador Robos,0.86,0.8,0.92,0.87,94.74,107.53,0.87,0.77,2016-03-05 04:00:00
10302,Equipamento Solda por Refusao,0.86,0.86,0.91,0.87,70.31,109.13,0.83,0.73,2016-03-05 05:00:00
10303,Inspetor Visual Otico,0.82,0.84,0.91,0.88,76.45,104.44,0.82,0.7,2016-03-05 06:00:00
10304,Calibrador Robos,0.82,0.83,0.92,0.81,99.1,119.54,0.81,0.73,2016-03-05 07:00:00
10305,Equipamento Solda por Onda,0.84,0.83,0.98,0.75,74.64,115.03,0.8,0.81,2016-03-05 08:00:00
10306,Medidor Corrente,0.82,0.83,0.92,0.85,98.48,102.95,0.87,0.87,2016-03-05 09:00:00
10307,Scanner AOI,0.92,0.88,0.98,0.8,78.8,107.31,0.92,0.73,2016-03-05 10:00:00
10308,Equipamento Solda por Onda,0.83,0.8,0.96,0.88,89.46,101.67,0.83,0.73,2016-03-05 11:00:00
10309,Equipamento Solda por Onda,0.93,0.8,0.97,0.77,93.23,111.3,0.86,0.9,2016-03-05 12:00:00
10310,Scanner AOI,0.94,0.83,0.97,0.78,88.29,109.78,0.83,0.82,2016-03-05 13:00:00
10311,Equipamento Solda por Refusao,0.88,0.9,0.92,0.87,71.12,93.68,0.94,0.77,2016-03-05 14:00:00
