id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
21379,Scanner AOI,0.8,0.88,0.99,0.77,70.42,111.62,0.89,0.76,2019-06-10 18:00:00
21380,Inspetor Visual Otico,0.91,0.8,0.94,0.81,74.64,100.53,0.85,0.77,2019-06-10 19:00:00
21381,Equipamento Solda por Onda,0.9,0.86,0.91,0.84,88.65,87.61,0.84,0.76,2019-06-10 20:00:00
21382,Inspetor Visual Otico,0.87,0.76,0.91,0.88,73.39,117.03,0.81,0.77,2019-06-10 21:00:00
21383,Medidor Corrente,0.84,0.85,0.96,0.9,80.25,83.23,0.92,0.85,2019-06-10 22:00:00
21384,Medidor Corrente,0.9,0.84,0.97,0.86,93.73,114.21,0.85,0.81,2019-06-10 23:00:00
21385,Testador Circuito SMT,0.91,0.85,0.96,0.83,93.48,114.79,0.9,0.79,2019-06-11 00:00:00
21386,Testador Circuito SMT,0.86,0.86,0.93,0.89,99.32,101.07,0.85,0.86,2019-06-11 01:00:00
21387,Equipamento Solda por Refusao,0.88,0.9,0.96,0.87,79.13,112.01,0.93,0.75,2019-06-11 02:00:00
21388,Equipamento Solda por Refusao,0.9,0.77,0.97,0.77,74.03,84.31,0.9,0.72,2019-06-11 03:00:00
21389,Testador Circuito SMT,0.93,0.81,0.98,0.79,82.72,107.59,0.95,0.9,2019-06-11 04:00:00
21390,Medidor Corrente,0.91,0.75,0.95,0.81,76.16,87.8,0.91,0.87,2019-06-11 05:00:00
21391,Inspetor Visual Otico,0.93,0.85,0.92,0.84,82.59,100.37,0.83,0.83,2019-06-11 06:00:00
21392,Scanner AOI,0.93,0.92,0.91,0.81,76.17,93.58,0.93,0.79,2019-06-11 07:00:00
21393,Calibrador Robos,0.93,0.8,0.95,0.84,96.0,111.2,0.83,0.72,2019-06-11 08:00:00
21394,Equipamento Solda por Onda,0.93,0.88,0.96,0.88,91.62,113.84,0.91,0.7,2019-06-11 09:00:00
21395,Testador Circuito SMT,0.85,0.84,0.98,0.84,96.42,106.3,0.91,0.7,2019-06-11 10:00:00
21396,Testador Circuito SMT,0.89,0.84,0.97,0.78,90.89,85.87,0.85,0.77,2019-06-11 11:00:00
21397,Scanner AOI,0.82,0.77,0.9,0.77,70.01,116.44,0.87,0.8,2019-06-11 12:00:00
21398,Equipamento Solda por Onda,0.88,0.87,0.99,0.9,96.88,106.55,0.88,0.71,2019-06-11 13:00:00
21399,Equipamento Solda por Refusao,0.92,0.84,0.92,0.81,92.24,110.69,0.89,0.88,2019-06-11 14:00:00
21400,Inspetor Visual Otico,0.81,0.83,0.94,0.89,86.65,107.23,0.91,0.71,2019-06-11 15:00:00
21401,Scanner AOI,0.95,0.8,0.94,0.75,93.82,86.43,0.86,0.89,2019-06-11 16:00:00
21402,Equipamento Solda por Onda,0.85,0.76,0.97,0.9,89.75,89.75,0.83,0.79,2019-06-11 17:00:00
21403,Equipamento Solda por Refusao,0.9,0.87,0.94,0.84,99.88,106.87,0.87,0.76,2019-06-11 18:00:00
21404,Equipamento Solda por Onda,0.9,0.85,0.91,0.82,72.79,88.46,0.85,0.89,2019-06-11 19:00:00
21405,Inspetor Visual Otico,0.9,0.84,0.98,0.78,90.01,89.96,0.94,0.76,2019-06-11 20:00:00
21406,Calibrador Robos,0.81,0.8,0.92,0.82,82.05,96.01,0.85,0.78,2019-06-11 21:00:00
21407,Inspetor Visual Otico,0.84,0.75,0.93,0.75,99.49,92.01,0.88,0.72,2019-06-11 22:00:00
21408,Inspetor Visual Otico,0.92,0.84,0.93,0.8,70.44,109.38,0.92,0.84,2019-06-11 23:00:00
21409,Testador Circuito SMT,0.87,0.83,0.94,0.75,74.8,81.81,0.93,0.84,2019-06-12 00:00:00
21410,Equipamento Solda por Refusao,0.8,0.86,0.98,0.87,75.96,93.06,0.86,0.85,2019-06-12 01:00:00
21411,Medidor Corrente,0.92,0.84,0.92,0.76,74.93,116.07,0.81,0.71,2019-06-12 02:00:00
21412,Equipamento Solda por Refusao,0.95,0.91,0.97,0.87,86.12,98.46,0.87,0.83,2019-06-12 03:00:00
21413,Inspetor Visual Otico,0.9,0.75,0.94,0.79,80.11,95.23,0.81,0.84,2019-06-12 04:00:00
21414,Scanner AOI,0.93,0.91,0.97,0.9,94.96,106.4,0.85,0.88,2019-06-12 05:00:00
21415,Testador Circuito SMT,0.86,0.83,0.93,0.8,71.97,97.57,0.81,0.81,2019-06-12 06:00:00
21416,Equipamento Solda por Refusao,0.85,0.81,0.98,0.82,77.51,94.9,0.95,0.71,2019-06-12 07:00:00
21417,Equipamento Solda por Onda,0.93,0.83,0.98,0.75,76.8,89.07,0.91,0.71,2019-06-12 08:00:00
21418,Equipamento Solda por Onda,0.82,0.82,0.92,0.88,79.92,112.68,0.85,0.89,2019-06-12 09:00:00
21419,Inspetor Visual Otico,0.87,0.87,0.92,0.8,76.33,80.91,0.93,0.76,2019-06-12 10:00:00
21420,Calibrador Robos,0.85,0.87,0.92,0.77,97.24,102.24,0.84,0.82,2019-06-12 11:00:00
21421,Medidor Corrente,0.92,0.78,0.97,0.8,84.26,99.47,0.8,0.9,2019-06-12 12:00:00
21422,Scanner AOI,0.92,0.81,0.95,0.81,93.6,112.17,0.92,0.73,2019-06-12 13:00:00
21423,Testador Circuito SMT,0.82,0.83,0.91,0.83,72.25,116.55,0.89,0.81,2019-06-12 14:00:00
21424,Inspetor Visual Otico,0.85,0.76,0.91,0.81,91.78,87.14,0.87,0.83,2019-06-12 15:00:00
21425,Inspetor Visual Otico,0.89,0.83,0.91,0.88,73.77,103.48,0.82,0.86,2019-06-12 16:00:00
21426,Equipamento Solda por Onda,0.91,0.91,0.98,0.85,78.09,86.0,0.91,0.8,2019-06-12 17:00:00
21427,Medidor Corrente,0.85,0.86,0.94,0.79,96.45,80.56,0.86,0.76,2019-06-12 18:00:00
21428,Inspetor Visual Otico,0.91,0.79,0.93,0.8,73.46,119.65,0.86,0.89,2019-06-12 19:00:00
21429,Inspetor Visual Otico,0.85,0.77,0.96,0.84,90.65,98.38,0.89,0.76,2019-06-12 20:00:00
21430,Scanner AOI,0.89,0.88,0.96,0.85,83.25,98.39,0.94,0.73,2019-06-12 21:00:00
21431,Medidor Corrente,0.94,0.76,0.95,0.89,77.45,94.9,0.85,0.79,2019-06-12 22:00:00
21432,Scanner AOI,0.81,0.9,0.98,0.87,99.23,113.45,0.82,0.77,2019-06-12 23:00:00
21433,Scanner AOI,0.86,0.86,0.94,0.78,73.27,94.74,0.84,0.87,2019-06-13 00:00:00
21434,Equipamento Solda por Onda,0.89,0.84,0.92,0.88,92.64,81.58,0.9,0.72,2019-06-13 01:00:00
21435,Testador Circuito SMT,0.83,0.79,0.92,0.75,99.67,95.09,0.92,0.76,2019-06-13 02:00:00
21436,Scanner AOI,0.86,0.91,0.93,0.76,75.85,110.6,0.95,0.81,2019-06-13 03:00:00
21437,Equipamento Solda por Onda,0.88,0.77,0.96,0.86,94.78,92.08,0.88,0.77,2019-06-13 04:00:00
21438,Calibrador Robos,0.94,0.82,0.91,0.84,73.18,92.5,0.86,0.71,2019-06-13 05:00:00
21439,Scanner AOI,0.81,0.85,0.95,0.78,93.59,80.62,0.92,0.81,2019-06-13 06:00:00
21440,Scanner AOI,0.84,0.83,0.94,0.88,94.53,88.73,0.92,0.88,2019-06-13 07:00:00
21441,Testador Circuito SMT,0.91,0.9,0.96,0.89,76.25,95.51,0.93,0.86,2019-06-13 08:00:00
21442,Testador Circuito SMT,0.89,0.77,0.9,0.78,73.63,90.91,0.92,0.78,2019-06-13 09:00:00
21443,Scanner AOI,0.89,0.76,0.97,0.85,79.22,90.96,0.87,0.81,2019-06-13 10:00:00
21444,Equipamento Solda por Onda,0.85,0.76,0.98,0.8,88.48,108.59,0.9,0.73,2019-06-13 11:00:00
21445,Equipamento Solda por Refusao,0.81,0.87,0.97,0.86,73.75,107.32,0.89,0.89,2019-06-13 12:00:00
21446,Calibrador Robos,0.82,0.83,0.92,0.8,71.74,100.1,0.92,0.8,2019-06-13 13:00:00
21447,Calibrador Robos,0.83,0.89,0.99,0.8,91.2,117.93,0.94,0.88,2019-06-13 14:00:00
21448,Inspetor Visual Otico,0.93,0.79,0.98,0.77,70.23,90.25,0.89,0.78,2019-06-13 15:00:00
21449,Inspetor Visual Otico,0.87,0.75,0.94,0.77,83.35,102.1,0.82,0.89,2019-06-13 16:00:00
21450,Testador Circuito SMT,0.94,0.89,0.98,0.77,72.51,104.86,0.81,0.76,2019-06-13 17:00:00
21451,Scanner AOI,0.89,0.86,0.92,0.89,84.68,112.13,0.81,0.81,2019-06-13 18:00:00
21452,Medidor Corrente,0.94,0.8,0.94,0.89,99.14,94.06,0.94,0.87,2019-06-13 19:00:00
21453,Calibrador Robos,0.91,0.9,0.92,0.8,99.1,105.66,0.92,0.77,2019-06-13 20:00:00
21454,Scanner AOI,0.93,0.81,0.92,0.87,92.06,88.84,0.83,0.82,2019-06-13 21:00:00
21455,Medidor Corrente,0.8,0.88,0.94,0.89,75.16,102.69,0.87,0.85,2019-06-13 22:00:00
21456,Equipamento Solda por Onda,0.8,0.87,0.96,0.82,74.44,106.53,0.83,0.8,2019-06-13 23:00:00
21457,Equipamento Solda por Onda,0.9,0.8,0.94,0.76,70.64,82.84,0.8,0.77,2019-06-14 00:00:00
21458,Scanner AOI,0.89,0.8,0.91,0.84,96.08,110.47,0.85,0.85,2019-06-14 01:00:00
21459,Equipamento Solda por Refusao,0.9,0.79,0.97,0.8,71.35,110.26,0.81,0.87,2019-06-14 02:00:00
21460,Equipamento Solda por Refusao,0.92,0.9,0.91,0.83,98.93,104.93,0.86,0.75,2019-06-14 03:00:00
21461,Medidor Corrente,0.82,0.84,0.98,0.86,92.78,99.4,0.92,0.84,2019-06-14 04:00:00
21462,Equipamento Solda por Refusao,0.89,0.82,0.91,0.88,86.05,90.47,0.89,0.78,2019-06-14 05:00:00
21463,Inspetor Visual Otico,0.81,0.84,0.99,0.85,90.63,103.32,0.94,0.81,2019-06-14 06:00:00
21464,Medidor Corrente,0.84,0.88,0.98,0.85,84.53,119.03,0.87,0.79,2019-06-14 07:00:00
21465,Scanner AOI,0.84,0.84,0.98,0.89,73.4,80.98,0.8,0.89,2019-06-14 08:00:00
21466,Equipamento Solda por Onda,0.83,0.82,0.93,0.79,84.43,85.39,0.82,0.7,2019-06-14 09:00:00
21467,Medidor Corrente,0.85,0.78,0.97,0.89,93.65,94.29,0.83,0.8,2019-06-14 10:00:00
21468,Inspetor Visual Otico,0.88,0.81,0.95,0.76,92.94,80.84,0.9,0.85,2019-06-14 11:00:00
21469,Equipamento Solda por Refusao,0.85,0.76,0.97,0.83,73.07,109.17,0.93,0.81,2019-06-14 12:00:00
21470,Equipamento Solda por Onda,0.89,0.77,0.92,0.85,70.29,110.14,0.84,0.86,2019-06-14 13:00:00
21471,Testador Circuito SMT,0.86,0.88,0.95,0.76,76.89,112.05,0.9,0.82,2019-06-14 14:00:00
21472,Testador Circuito SMT,0.83,0.87,0.96,0.76,95.61,90.29,0.93,0.72,2019-06-14 15:00:00
21473,Equipamento Solda por Refusao,0.94,0.76,0.98,0.9,87.7,81.89,0.83,0.76,2019-06-14 16:00:00
21474,Scanner AOI,0.9,0.92,0.91,0.8,82.92,107.57,0.86,0.74,2019-06-14 17:00:00
21475,Testador Circuito SMT,0.86,0.83,0.94,0.8,85.09,95.03,0.93,0.8,2019-06-14 18:00:00
21476,Testador Circuito SMT,0.87,0.81,0.98,0.88,94.15,113.33,0.93,0.88,2019-06-14 19:00:00
21477,Equipamento Solda por Refusao,0.93,0.87,0.93,0.83,79.44,84.13,0.86,0.87,2019-06-14 20:00:00
21478,Scanner AOI,0.89,0.91,0.96,0.8,88.78,114.0,0.94,0.86,2019-06-14 21:00:00
21479,Calibrador Robos,0.91,0.81,0.98,0.87,79.36,108.42,0.95,0.88,2019-06-14 22:00:00
21480,Equipamento Solda por Onda,0.8,0.9,0.9,0.75,81.22,116.72,0.88,0.78,2019-06-14 23:00:00
21481,Scanner AOI,0.83,0.76,0.95,0.87,81.76,84.81,0.89,0.79,2019-06-15 00:00:00
21482,Testador Circuito SMT,0.85,0.78,0.98,0.8,80.13,104.96,0.8,0.75,2019-06-15 01:00:00
21483,Calibrador Robos,0.9,0.83,0.98,0.89,87.22,86.96,0.94,0.87,2019-06-15 02:00:00
21484,Scanner AOI,0.83,0.79,0.95,0.83,74.36,93.16,0.85,0.82,2019-06-15 03:00:00
21485,Medidor Corrente,0.87,0.78,0.91,0.77,87.73,113.19,0.9,0.72,2019-06-15 04:00:00
21486,Equipamento Solda por Refusao,0.81,0.82,0.93,0.79,71.14,102.36,0.87,0.86,2019-06-15 05:00:00
21487,Calibrador Robos,0.92,0.85,0.94,0.8,91.55,81.2,0.81,0.73,2019-06-15 06:00:00
21488,Equipamento Solda por Refusao,0.81,0.91,0.93,0.77,72.3,104.65,0.95,0.76,2019-06-15 07:00:00
21489,Equipamento Solda por Onda,0.86,0.87,0.93,0.85,88.17,92.35,0.8,0.87,2019-06-15 08:00:00
21490,Medidor Corrente,0.93,0.82,0.96,0.84,83.43,99.89,0.9,0.78,2019-06-15 09:00:00
21491,Equipamento Solda por Refusao,0.82,0.77,0.95,0.81,82.97,92.25,0.91,0.83,2019-06-15 10:00:00
21492,Medidor Corrente,0.83,0.76,0.94,0.77,85.32,94.12,0.91,0.73,2019-06-15 11:00:00
21493,Medidor Corrente,0.95,0.82,0.92,0.79,95.06,108.91,0.85,0.74,2019-06-15 12:00:00
21494,Equipamento Solda por Onda,0.86,0.77,0.92,0.76,97.47,83.61,0.89,0.86,2019-06-15 13:00:00
21495,Medidor Corrente,0.87,0.86,0.93,0.78,87.63,92.02,0.87,0.87,2019-06-15 14:00:00
21496,Calibrador Robos,0.81,0.88,0.97,0.84,95.4,95.6,0.87,0.74,2019-06-15 15:00:00
21497,Testador Circuito SMT,0.82,0.82,0.96,0.86,85.94,87.18,0.95,0.71,2019-06-15 16:00:00
21498,Testador Circuito SMT,0.82,0.81,0.97,0.88,85.21,109.37,0.89,0.8,2019-06-15 17:00:00
21499,Medidor Corrente,0.89,0.81,0.93,0.77,85.84,90.34,0.81,0.79,2019-06-15 18:00:00
21500,Equipamento Solda por Onda,0.91,0.84,0.94,0.81,71.33,116.08,0.92,0.7,2019-06-15 19:00:00
21501,Scanner AOI,0.87,0.86,0.92,0.84,97.98,113.65,0.82,0.79,2019-06-15 20:00:00
21502,Equipamento Solda por Onda,0.89,0.84,0.9,0.81,89.23,107.69,0.93,0.82,2019-06-15 21:00:00
21503,Equipamento Solda por Refusao,0.95,0.83,0.95,0.82,93.36,103.23,0.81,0.84,2019-06-15 22:00:00
21504,Scanner AOI,0.8,0.77,0.98,0.82,97.2,116.72,0.94,0.7,2019-06-15 23:00:00
21505,Testador Circuito SMT,0.88,0.92,0.93,0.76,73.53,111.3,0.82,0.89,2019-06-16 00:00:00
21506,Inspetor Visual Otico,0.95,0.91,0.9,0.83,89.33,116.77,0.82,0.76,2019-06-16 01:00:00
21507,Inspetor Visual Otico,0.81,0.82,0.94,0.78,85.59,89.79,0.93,0.89,2019-06-16 02:00:00
21508,Equipamento Solda por Refusao,0.88,0.87,0.93,0.84,79.49,93.01,0.84,0.88,2019-06-16 03:00:00
21509,Medidor Corrente,0.9,0.8,0.96,0.77,98.1,95.68,0.88,0.85,2019-06-16 04:00:00
21510,Medidor Corrente,0.89,0.85,0.98,0.87,91.2,117.39,0.93,0.85,2019-06-16 05:00:00
21511,Equipamento Solda por Refusao,0.94,0.89,0.91,0.79,87.73,82.29,0.84,0.79,2019-06-16 06:00:00
21512,Equipamento Solda por Refusao,0.86,0.79,0.97,0.9,95.28,119.39,0.82,0.74,2019-06-16 07:00:00
21513,Scanner AOI,0.83,0.8,0.92,0.78,90.66,88.23,0.82,0.87,2019-06-16 08:00:00
21514,Medidor Corrente,0.82,0.75,0.96,0.78,70.13,98.51,0.9,0.83,2019-06-16 09:00:00
21515,Medidor Corrente,0.85,0.86,0.9,0.76,70.8,113.65,0.92,0.73,2019-06-16 10:00:00
21516,Inspetor Visual Otico,0.84,0.85,0.95,0.78,92.23,117.1,0.91,0.76,2019-06-16 11:00:00
21517,Scanner AOI,0.86,0.9,0.99,0.86,93.64,84.53,0.9,0.78,2019-06-16 12:00:00
21518,Equipamento Solda por Onda,0.84,0.81,0.92,0.78,77.09,103.74,0.81,0.85,2019-06-16 13:00:00
21519,Scanner AOI,0.86,0.86,0.91,0.81,86.18,111.05,0.94,0.75,2019-06-16 14:00:00
21520,Testador Circuito SMT,0.86,0.89,0.91,0.86,84.78,87.24,0.89,0.81,2019-06-16 15:00:00
21521,Medidor Corrente,0.85,0.91,0.91,0.8,74.58,119.91,0.82,0.83,2019-06-16 16:00:00
21522,Medidor Corrente,0.88,0.77,0.9,0.86,81.22,118.07,0.93,0.86,2019-06-16 17:00:00
21523,Scanner AOI,0.86,0.8,0.94,0.84,77.46,84.82,0.85,0.71,2019-06-16 18:00:00
21524,Medidor Corrente,0.91,0.8,0.91,0.8,76.74,99.36,0.86,0.89,2019-06-16 19:00:00
21525,Equipamento Solda por Onda,0.86,0.77,0.91,0.87,70.18,102.07,0.83,0.72,2019-06-16 20:00:00
21526,Equipamento Solda por Onda,0.83,0.75,0.93,0.88,76.12,119.39,0.9,0.88,2019-06-16 21:00:00
21527,Calibrador Robos,0.8,0.82,0.97,0.86,97.14,110.38,0.85,0.75,2019-06-16 22:00:00
21528,Calibrador Robos,0.87,0.81,0.92,0.86,94.08,90.31,0.82,0.79,2019-06-16 23:00:00
21529,Inspetor Visual Otico,0.9,0.9,0.94,0.76,86.76,80.47,0.91,0.87,2019-06-17 00:00:00
21530,Equipamento Solda por Onda,0.91,0.87,0.97,0.84,73.35,101.83,0.82,0.79,2019-06-17 01:00:00
21531,Scanner AOI,0.93,0.82,0.97,0.81,86.22,118.69,0.9,0.82,2019-06-17 02:00:00
21532,Scanner AOI,0.84,0.91,0.94,0.81,96.78,81.34,0.84,0.72,2019-06-17 03:00:00
21533,Testador Circuito SMT,0.94,0.79,0.98,0.81,70.52,115.58,0.82,0.76,2019-06-17 04:00:00
21534,Medidor Corrente,0.93,0.88,0.96,0.77,86.67,95.68,0.91,0.72,2019-06-17 05:00:00
21535,Equipamento Solda por Refusao,0.91,0.79,0.95,0.89,71.86,102.27,0.85,0.87,2019-06-17 06:00:00
21536,Calibrador Robos,0.84,0.77,0.93,0.9,98.46,80.44,0.93,0.78,2019-06-17 07:00:00
21537,Calibrador Robos,0.85,0.88,0.95,0.85,88.5,102.43,0.83,0.72,2019-06-17 08:00:00
21538,Testador Circuito SMT,0.88,0.75,0.99,0.82,87.56,92.19,0.94,0.85,2019-06-17 09:00:00
21539,Inspetor Visual Otico,0.93,0.82,0.9,0.87,79.23,106.97,0.84,0.76,2019-06-17 10:00:00
21540,Testador Circuito SMT,0.89,0.87,0.91,0.84,99.23,119.61,0.81,0.71,2019-06-17 11:00:00
21541,Medidor Corrente,0.89,0.83,0.97,0.84,89.28,91.39,0.81,0.72,2019-06-17 12:00:00
21542,Equipamento Solda por Refusao,0.94,0.91,0.94,0.89,94.09,94.01,0.85,0.86,2019-06-17 13:00:00
21543,Inspetor Visual Otico,0.95,0.83,0.94,0.87,90.27,97.3,0.89,0.72,2019-06-17 14:00:00
21544,Equipamento Solda por Onda,0.87,0.81,0.95,0.86,70.57,102.5,0.88,0.77,2019-06-17 15:00:00
21545,Inspetor Visual Otico,0.94,0.77,0.91,0.88,99.31,99.71,0.89,0.87,2019-06-17 16:00:00
21546,Calibrador Robos,0.89,0.79,0.93,0.78,99.75,109.39,0.83,0.72,2019-06-17 17:00:00
21547,Calibrador Robos,0.82,0.82,0.94,0.75,71.13,99.3,0.83,0.82,2019-06-17 18:00:00
21548,Inspetor Visual Otico,0.86,0.84,0.96,0.75,71.28,90.88,0.88,0.89,2019-06-17 19:00:00
21549,Equipamento Solda por Refusao,0.91,0.77,0.91,0.86,83.12,88.54,0.86,0.74,2019-06-17 20:00:00
21550,Testador Circuito SMT,0.93,0.83,0.92,0.76,81.46,110.44,0.87,0.89,2019-06-17 21:00:00
21551,Medidor Corrente,0.95,0.86,0.91,0.77,98.31,84.26,0.87,0.89,2019-06-17 22:00:00
21552,Inspetor Visual Otico,0.88,0.85,0.93,0.89,86.76,90.47,0.9,0.78,2019-06-17 23:00:00
21553,Testador Circuito SMT,0.87,0.85,0.94,0.79,73.97,84.79,0.86,0.87,2019-06-18 00:00:00
21554,Equipamento Solda por Onda,0.81,0.84,0.97,0.75,87.33,100.63,0.94,0.88,2019-06-18 01:00:00
21555,Medidor Corrente,0.93,0.81,0.96,0.78,90.91,104.37,0.87,0.72,2019-06-18 02:00:00
21556,Scanner AOI,0.93,0.89,0.96,0.78,93.32,102.72,0.87,0.72,2019-06-18 03:00:00
21557,Calibrador Robos,0.93,0.78,0.92,0.87,71.1,92.02,0.94,0.86,2019-06-18 04:00:00
21558,Calibrador Robos,0.91,0.82,0.92,0.76,80.71,110.56,0.84,0.76,2019-06-18 05:00:00
21559,Medidor Corrente,0.9,0.89,0.97,0.86,79.37,116.9,0.91,0.88,2019-06-18 06:00:00
21560,Inspetor Visual Otico,0.92,0.85,0.98,0.83,72.57,117.13,0.84,0.8,2019-06-18 07:00:00
21561,Equipamento Solda por Onda,0.88,0.78,0.96,0.76,82.5,118.06,0.85,0.73,2019-06-18 08:00:00
21562,Testador Circuito SMT,0.84,0.8,0.97,0.77,81.76,105.19,0.93,0.83,2019-06-18 09:00:00
21563,Calibrador Robos,0.82,0.79,0.93,0.81,88.21,103.76,0.9,0.78,2019-06-18 10:00:00
21564,Testador Circuito SMT,0.84,0.79,0.95,0.84,84.77,103.37,0.84,0.9,2019-06-18 11:00:00
21565,Scanner AOI,0.85,0.9,0.9,0.76,81.15,86.17,0.89,0.84,2019-06-18 12:00:00
21566,Testador Circuito SMT,0.81,0.76,0.92,0.86,98.63,113.12,0.94,0.8,2019-06-18 13:00:00
21567,Scanner AOI,0.86,0.81,0.92,0.78,91.96,114.88,0.92,0.74,2019-06-18 14:00:00
21568,Inspetor Visual Otico,0.84,0.87,0.98,0.89,94.51,116.17,0.88,0.87,2019-06-18 15:00:00
21569,Scanner AOI,0.86,0.87,0.95,0.76,81.59,110.76,0.88,0.81,2019-06-18 16:00:00
21570,Medidor Corrente,0.8,0.77,0.93,0.86,99.02,106.99,0.81,0.84,2019-06-18 17:00:00
21571,Testador Circuito SMT,0.9,0.91,0.98,0.78,89.54,99.78,0.84,0.84,2019-06-18 18:00:00
21572,Equipamento Solda por Refusao,0.8,0.77,0.99,0.76,96.49,97.85,0.87,0.87,2019-06-18 19:00:00
21573,Medidor Corrente,0.89,0.89,0.97,0.87,89.67,82.16,0.92,0.79,2019-06-18 20:00:00
21574,Calibrador Robos,0.85,0.82,0.98,0.85,95.26,119.58,0.82,0.82,2019-06-18 21:00:00
21575,Testador Circuito SMT,0.89,0.82,0.93,0.77,97.42,80.88,0.84,0.75,2019-06-18 22:00:00
21576,Equipamento Solda por Onda,0.95,0.85,0.98,0.81,77.22,86.1,0.8,0.75,2019-06-18 23:00:00
21577,Equipamento Solda por Refusao,0.81,0.83,0.94,0.88,89.6,99.89,0.86,0.79,2019-06-19 00:00:00
21578,Inspetor Visual Otico,0.91,0.77,0.94,0.8,78.2,80.99,0.91,0.79,2019-06-19 01:00:00
21579,Medidor Corrente,0.86,0.79,0.94,0.83,99.7,117.35,0.88,0.88,2019-06-19 02:00:00
21580,Medidor Corrente,0.81,0.83,0.95,0.83,72.65,104.02,0.91,0.84,2019-06-19 03:00:00
21581,Testador Circuito SMT,0.87,0.87,0.91,0.84,83.38,108.25,0.87,0.84,2019-06-19 04:00:00
21582,Testador Circuito SMT,0.84,0.8,0.94,0.87,89.45,116.19,0.83,0.79,2019-06-19 05:00:00
21583,Equipamento Solda por Onda,0.94,0.8,0.98,0.86,78.85,88.48,0.86,0.85,2019-06-19 06:00:00
21584,Equipamento Solda por Onda,0.89,0.83,0.9,0.77,89.08,118.76,0.84,0.74,2019-06-19 07:00:00
21585,Equipamento Solda por Refusao,0.85,0.76,0.94,0.89,76.53,118.55,0.89,0.78,2019-06-19 08:00:00
21586,Scanner AOI,0.86,0.75,0.91,0.88,98.91,104.8,0.82,0.84,2019-06-19 09:00:00
21587,Equipamento Solda por Onda,0.91,0.79,0.93,0.79,90.08,105.92,0.8,0.71,2019-06-19 10:00:00
21588,Scanner AOI,0.81,0.84,0.95,0.89,92.03,101.63,0.92,0.86,2019-06-19 11:00:00
21589,Equipamento Solda por Refusao,0.84,0.87,0.96,0.77,79.61,97.48,0.92,0.71,2019-06-19 12:00:00
21590,Scanner AOI,0.82,0.75,0.95,0.76,73.26,111.71,0.91,0.8,2019-06-19 13:00:00
21591,Testador Circuito SMT,0.84,0.77,0.91,0.9,90.57,109.61,0.91,0.72,2019-06-19 14:00:00
21592,Medidor Corrente,0.82,0.76,0.92,0.85,94.34,105.44,0.84,0.72,2019-06-19 15:00:00
21593,Equipamento Solda por Refusao,0.81,0.8,0.97,0.75,76.15,88.71,0.87,0.85,2019-06-19 16:00:00
21594,Calibrador Robos,0.81,0.78,0.93,0.88,88.41,112.17,0.94,0.74,2019-06-19 17:00:00
21595,Scanner AOI,0.9,0.88,0.91,0.82,75.59,116.34,0.93,0.79,2019-06-19 18:00:00
21596,Equipamento Solda por Refusao,0.92,0.87,0.97,0.89,99.45,115.42,0.82,0.77,2019-06-19 19:00:00
21597,Equipamento Solda por Onda,0.83,0.81,0.98,0.83,77.63,114.04,0.82,0.74,2019-06-19 20:00:00
21598,Inspetor Visual Otico,0.81,0.76,0.91,0.8,94.78,113.45,0.92,0.73,2019-06-19 21:00:00
21599,Equipamento Solda por Onda,0.89,0.88,0.97,0.82,99.8,105.87,0.81,0.81,2019-06-19 22:00:00
21600,Equipamento Solda por Refusao,0.89,0.8,0.95,0.81,94.01,83.6,0.87,0.82,2019-06-19 23:00:00
21601,Calibrador Robos,0.94,0.83,0.9,0.83,93.14,102.43,0.92,0.72,2019-06-20 00:00:00
21602,Medidor Corrente,0.9,0.76,0.99,0.85,80.87,100.84,0.92,0.78,2019-06-20 01:00:00
21603,Equipamento Solda por Refusao,0.81,0.86,0.96,0.79,90.44,118.55,0.9,0.84,2019-06-20 02:00:00
21604,Equipamento Solda por Onda,0.83,0.87,0.97,0.87,79.79,108.75,0.89,0.77,2019-06-20 03:00:00
21605,Equipamento Solda por Onda,0.94,0.83,0.91,0.79,78.4,101.45,0.8,0.85,2019-06-20 04:00:00
21606,Medidor Corrente,0.84,0.84,0.96,0.82,80.28,114.81,0.85,0.76,2019-06-20 05:00:00
21607,Calibrador Robos,0.87,0.76,0.9,0.86,99.55,93.23,0.95,0.72,2019-06-20 06:00:00
21608,Equipamento Solda por Onda,0.82,0.8,0.9,0.75,77.13,113.23,0.92,0.81,2019-06-20 07:00:00
21609,Scanner AOI,0.81,0.9,0.96,0.86,89.86,87.84,0.86,0.84,2019-06-20 08:00:00
21610,Testador Circuito SMT,0.84,0.9,0.92,0.75,94.74,80.23,0.94,0.71,2019-06-20 09:00:00
21611,Medidor Corrente,0.93,0.77,0.98,0.88,96.14,118.52,0.81,0.82,2019-06-20 10:00:00
21612,Inspetor Visual Otico,0.86,0.79,0.92,0.89,88.05,103.58,0.8,0.79,2019-06-20 11:00:00
21613,Testador Circuito SMT,0.82,0.91,0.93,0.84,80.37,117.99,0.95,0.85,2019-06-20 12:00:00
21614,Equipamento Solda por Refusao,0.86,0.92,0.91,0.85,77.62,92.2,0.94,0.85,2019-06-20 13:00:00
