Ano,Arquivo,Capacidade,Capacidade_utilizada,Custo_manutencao,Descricao_falha,Despesas,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,Divida_liquida,Dividendos,EBITDA,Energia_consumida_kwh,Falha_maquina,Fluxo_Caixa_Financiamento,Fluxo_Caixa_Investimento,Fluxo_Caixa_Livre,Fluxo_Caixa_Operacional,Horas_paradas,Investimento_capital,Linha_producao,Lucro_bruto,Lucro_liquido,Margem_EBITDA,Margem_liquida,Perda_eficiencia,Producao,ROA,ROE,Receita,Receita_impactada,Receita_perdida,Responsavel,Tipo_evento,Trimestre,Unidades_perdidas
2022,2023\\textos\\2023_2T_RR.txt,80 MW,Não informado,Não informado,Não informado,516 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,29.1%,18.7%,Não informado,3.429 mil toneladas,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,"-423 milhões R$ (Resultado financeiro), -319 milhões R$ (Imposto de renda e contribuição social), 6.430 milhões R$ (Custo das Vendas)",Não informado,Não informado,Não informado,6.510 milhões R$,Não informado,992 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.143 milhões R$,13.7%,29.6%,Não informado,1.441 mil toneladas (Aço Bruto),Não informado,Não informado,7.236 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,6.031 milhões R$ (Custo das Vendas),Não informado,Não informado,Não informado,6.436 milhões R$,Não informado,1.064 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,15.4%,34.5%,Não informado,1.258 mil toneladas (Aço Bruto),Não informado,Não informado,6.925 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,7.481 milhões R$ (Custo das Vendas),Não informado,Não informado,Não informado,4.690 milhões R$,Não informado,2.288 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,23.9%,44.8%,Não informado,1.576 mil toneladas (Aço Bruto),Não informado,Não informado,9.588 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.277 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.777 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,26.1%,Não informado,Não informado,1.033 mil toneladas,Não informado,Não informado,6.806 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.489 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,603 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.5%,Não informado,Não informado,413 mil toneladas,Não informado,Não informado,3.086 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,481 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,324 milhões R$,Não informado,30.1%,Não informado,Não informado,Não informado,Não informado,Não informado,1.600 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas vendas: 174 milhões R$; Despesas GeAdm: 16 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.143 milhões R$,Não informado,11.7%,Não informado,Não informado,Não informado,Não informado,18.265 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2022,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas vendas: 388 milhões R$; Despesas GeAdm: 84 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,Não informado,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas vendas: 178 milhões R$; Despesas GeAdm: 60 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.358 milhões R$,Não informado,14.4%,Não informado,Não informado,Não informado,Não informado,37.138 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2022,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas vendas: 338 milhões R$; Despesas GeAdm: 42 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,7.239 milhões R$,Não informado,16.7%,Não informado,Não informado,Não informado,Não informado,43.299 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2023\\textos\\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.000 mil toneladas (anual),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2023\\textos\\2023_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.400 milhões R$,Não informado,3.349 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,588 milhões R$,Não informado,Não informado,1.592 milhões R$,19.6%,9.3%,Não informado,2.755 mil toneladas,Não informado,Não informado,17.063 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_AP.txt,82%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.555 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,24.6%,Não informado,Não informado,943 mil toneladas,Não informado,Não informado,6.332 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_AP.txt,49%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,475 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17.1%,Não informado,Não informado,345 mil toneladas,Não informado,Não informado,2.771 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_AP.txt,82%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,502 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,32.1%,Não informado,Não informado,290 mil toneladas,Não informado,Não informado,1.566 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Acima de 85%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.478 milhões R$,Não informado,3.349 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.592 milhões R$,19.6%,9.3%,Não informado,2.755 mil toneladas,Não informado,Não informado,17.063 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.695 milhões R$,Não informado,3.792 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.143 milhões R$,20.8%,11.7%,Não informado,2.933 mil toneladas,Não informado,Não informado,18.265 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,11.9 bilhões R$ (2021-2026),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,67%,Não informado,Não informado,Não informado,539 milhões R$,Não informado,Não informado,Não informado,5.475 milhões R$,Não informado,3.173 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.592 milhões R$,18.6%,9.3%,Não informado,2.802 milhões de toneladas,Não informado,Não informado,17.063 bilhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,2 milhões toneladas/ano,Não informado,Não informado,Não informado,5.985 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,992 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,15.0%,Não informado,Não informado,1.286 mil toneladas,Não informado,Não informado,6.635 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.019 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.555 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,24.6%,Não informado,Não informado,1.025 mil toneladas,Não informado,Não informado,6.332 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.347 milhões R$ (Custo das vendas),Não informado,Não informado,Não informado,Não informado,Não informado,475 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17.1%,Não informado,Não informado,308 mil toneladas,Não informado,Não informado,2.771 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.183 milhões R$ (Custo das vendas),Não informado,Não informado,Não informado,Não informado,Não informado,502 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,32.1%,Não informado,Não informado,183 mil toneladas,Não informado,Não informado,1.566 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,"184 milhões R$ (Despesas de vendas), 355 milhões R$ (Despesas administrativas)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.592 milhões R$,Não informado,9.3%,Não informado,Não informado,Não informado,Não informado,17.063 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Despesas operacionais: 2.654 milhões R$; Despesas financeiras: 1.207 milhões R$,Não informado,Não informado,Não informado,4.833 milhões R$,Não informado,2.915 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.659 milhões R$,17.6%,10.0%,Não informado,Não informado,Não informado,Não informado,16.560 milhões R$,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Não informado,Não informado,Não informado,Não informado,Depreciação e amortização: 789 milhões R$; Imposto de renda e contribuição social: 314 milhões R$; Despesa de juros sobre dívidas financeiras: 209 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.592 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_3T_RR.txt,Florestas renováveis: 250 mil hectares de eucalipto; Florestas nativas conservação: 91 mil hectares,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Sucata de aço reciclada: 11.000 mil toneladas anuais; Proporção aço reciclado: 71% do aço produzido a partir de sucata,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"10,9 bilhões R$",Não informado,1.135 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.1%,Não informado,Não informado,885 mil toneladas,Não informado,Não informado,5.927 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,"Laminados: 45%, Aço: 51%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,340 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,26.7%,Não informado,Não informado,339 mil toneladas,Não informado,Não informado,1.274 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,"Laminados: 52%, Aço: 62%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,512 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,8.5%,Não informado,Não informado,1.151 mil toneladas,Não informado,Não informado,6.034 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,"Laminados: 88%, Aço: 82%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,135 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,41.4%,Não informado,Não informado,243 mil toneladas,Não informado,Não informado,326 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.039 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,732 milhões R$,13.9%,5.0%,Não informado,2.656 mil toneladas,Não informado,Não informado,14.716 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_AP.txt,Capacidade adicional: +700 kt aço bruto e +1.400 kt laminação,Não informado,Não informado,Não informado,"Capex 2023: R$ 5,7 bilhões",Não informado,Não informado,Não informado,"4,2 bilhões R$",Não informado,1.285 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,732 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,64%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.039 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,732 milhões R$,13.9%,5.0%,Não informado,2.656 mil toneladas,Não informado,Não informado,14.716 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,568 milhões R$,Não informado,Não informado,Não informado,5.500 milhões R$,Não informado,1.520 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,587 milhões R$,10.3%,4.0%,Não informado,11.300 mil toneladas,Não informado,Não informado,14.700 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,354 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,732 milhões R$,9.7%,3.6%,Não informado,Não informado,Não informado,Não informado,20.618 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,5.726 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,512 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,8.5%,Não informado,Não informado,1.224 mil toneladas,Não informado,Não informado,6.034 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,4.919 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.135 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.1%,Não informado,Não informado,Não informado,Não informado,Não informado,5.927 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.333 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,340 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,13.2%,Não informado,Não informado,316 mil toneladas,Não informado,Não informado,2.580 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.950 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,340 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,13.1%,Não informado,Não informado,182 mil toneladas,Não informado,Não informado,2.600 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2023\\textos\\2023_4T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"11.000 mil toneladas (anual, sucata reciclada)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2024,2024\\textos\\2024_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.800 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,35.9%,15.4%,Não informado,2.700 mil toneladas,Não informado,Não informado,7.793 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.039 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,13.9%,Não informado,Não informado,Não informado,Não informado,Não informado,14.716 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_AP.txt,Não informado,Não informado,Não informado,Não informado,858 milhões R$,Não informado,Não informado,Não informado,5.900 milhões R$,Não informado,2.813 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,327 milhões R$,Não informado,Não informado,589 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.800 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,Não informado,Não informado,Não informado,2.700 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,74%,Não informado,Não informado,Não informado,501 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.813 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.245 milhões R$,17.4%,7.7%,Não informado,2.724 mil toneladas,Não informado,Não informado,16.210 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.039 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,732 milhões R$,13.9%,5.0%,Não informado,2.656 mil toneladas,Não informado,Não informado,14.716 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2023,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.322 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,22.9%,12.7%,Não informado,2.979 mil toneladas,Não informado,Não informado,18.872 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,476 milhões R$ (despesa financeira líquida); 726 milhões R$ (depreciação e amortização),Não informado,Não informado,Não informado,5.100 milhões R$,Não informado,2.800 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.200 milhões R$,17.4%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,5.100 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,808 milhões R$ (ganho não recorrente com venda de joint ventures),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.078 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,"Despesas_vendas: 183 milhões R$, Despesas_G&A: 318 milhões R$, Outras_despesas_operacionais: 79 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.420 milhões R$,2.053 milhões R$,Não informado,12.7%,Não informado,Não informado,Não informado,Não informado,16.210 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1.135 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,17.6%,Não informado,Não informado,1.367 mil toneladas,Não informado,Não informado,6.435 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,595 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,9.3%,Não informado,Não informado,1.152 mil toneladas,Não informado,Não informado,6.416 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,512 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,19.6%,Não informado,Não informado,410 mil toneladas,Não informado,Não informado,2.608 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2024,2024\\textos\\2024_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,41 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,12.6%,Não informado,Não informado,162 mil toneladas,Não informado,Não informado,326 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
