controle_id,lote_producao_id,data_inspecao,inspetor_id,unidades_aprovadas,unidades_rejeitadas,motivo_rejeicao
1077,238,2023-12-13,28,966,6,cor_incorreta
1078,147,2023-12-14,29,1198,4,furo_incompleto
1079,186,2023-12-15,4,996,0,furo_incompleto
1080,62,2023-12-16,17,1049,5,solda_fraca
1081,237,2023-12-17,7,956,8,solda_fraca
1082,344,2023-12-18,27,1135,4,solda_fraca
1083,189,2023-12-19,24,1005,0,furo_incompleto
1084,39,2023-12-20,19,987,4,falha_superficie
1085,24,2023-12-21,3,1142,6,falha_superficie
1086,217,2023-12-22,27,1067,0,dimensao_fora
1087,345,2023-12-23,26,1147,1,bolhas_material
1088,236,2023-12-24,15,1092,1,cor_incorreta
1089,294,2023-12-25,6,1084,8,solda_fraca
1090,101,2023-12-26,19,1151,0,dimensao_fora
1091,81,2023-12-27,2,1194,2,falha_superficie
1092,137,2023-12-28,3,967,6,falha_superficie
1093,210,2023-12-29,6,989,9,dimensao_fora
1094,202,2023-12-30,6,1153,2,furo_incompleto
1095,104,2023-12-31,26,1126,3,bolhas_material
1096,303,2024-01-01,14,1105,8,furo_incompleto
1097,185,2024-01-02,28,1027,8,falha_superficie
1098,230,2024-01-03,12,1121,5,solda_fraca
1099,45,2024-01-04,28,993,2,bolhas_material
1100,230,2024-01-05,9,990,5,dimensao_fora
1101,113,2024-01-06,27,1060,0,solda_fraca
1102,129,2024-01-07,9,1046,1,dimensao_fora
1103,13,2024-01-08,14,1081,7,falha_superficie
1104,330,2024-01-09,18,1073,9,cor_incorreta
1105,86,2024-01-10,15,986,3,dimensao_fora
1106,251,2024-01-11,27,1199,0,falha_eletrica
1107,259,2024-01-12,1,1149,1,dimensao_fora
1108,33,2024-01-13,27,1061,7,empacotamento_inadequado
1109,191,2024-01-14,13,1178,1,solda_fraca
1110,16,2024-01-15,15,1158,1,falha_superficie
1111,315,2024-01-16,29,1181,9,furo_incompleto
1112,334,2024-01-17,27,1024,6,bolhas_material
1113,308,2024-01-18,13,1029,9,empacotamento_inadequado
1114,40,2024-01-19,3,1061,5,empacotamento_inadequado
1115,223,2024-01-20,10,983,8,cor_incorreta
1116,45,2024-01-21,8,1074,4,furo_incompleto
1117,269,2024-01-22,23,1095,0,falha_superficie
1118,64,2024-01-23,7,1153,0,solda_fraca
1119,56,2024-01-24,27,963,0,empacotamento_inadequado
1120,193,2024-01-25,3,1010,9,falha_eletrica
1121,156,2024-01-26,3,1069,8,falha_eletrica
1122,272,2024-01-27,21,955,8,dimensao_fora
1123,195,2024-01-28,13,1067,5,dimensao_fora
1124,216,2024-01-29,26,1024,8,solda_fraca
1125,143,2024-01-30,12,1154,0,falha_superficie
1126,114,2024-01-31,29,1088,6,empacotamento_inadequado
1127,80,2024-02-01,1,1194,1,bolhas_material
1128,157,2024-02-02,23,984,3,solda_fraca
1129,240,2024-02-03,11,973,3,empacotamento_inadequado
1130,37,2024-02-04,25,1092,8,cor_incorreta
1131,86,2024-02-05,11,1029,2,cor_incorreta
1132,327,2024-02-06,6,1138,5,cor_incorreta
1133,124,2024-02-07,7,1178,7,cor_incorreta
1134,193,2024-02-08,10,1004,7,falha_superficie
1135,250,2024-02-09,25,1019,0,furo_incompleto
1136,86,2024-02-10,26,1131,4,cor_incorreta
1137,15,2024-02-11,14,1099,9,falha_eletrica
1138,181,2024-02-12,4,1179,0,falha_eletrica
1139,76,2024-02-13,14,1091,0,cor_incorreta
1140,144,2024-02-14,3,1001,2,cor_incorreta
1141,163,2024-02-15,14,1158,3,solda_fraca
1142,90,2024-02-16,28,1078,8,dimensao_fora
1143,19,2024-02-17,29,1149,3,falha_superficie
1144,180,2024-02-18,2,964,5,solda_fraca
1145,122,2024-02-19,12,1065,6,bolhas_material
1146,27,2024-02-20,18,1114,2,bolhas_material
1147,83,2024-02-21,27,1159,5,falha_superficie
1148,112,2024-02-22,20,1197,8,furo_incompleto
1149,289,2024-02-23,3,1086,3,falha_eletrica
1150,2,2024-02-24,17,1042,1,falha_eletrica
1151,252,2024-02-25,20,1006,1,empacotamento_inadequado
1152,17,2024-02-26,26,1027,1,falha_eletrica
1153,48,2024-02-27,12,1115,4,bolhas_material
1154,301,2024-02-28,2,956,7,cor_incorreta
1155,17,2024-02-29,17,1144,5,dimensao_fora
1156,206,2024-03-01,5,1160,5,dimensao_fora
1157,176,2024-03-02,12,1098,9,solda_fraca
1158,22,2024-03-03,27,1146,6,solda_fraca
1159,335,2024-03-04,21,1122,5,solda_fraca
1160,99,2024-03-05,26,1157,1,falha_eletrica
1161,127,2024-03-06,11,1196,9,falha_superficie
1162,240,2024-03-07,24,982,7,bolhas_material
1163,192,2024-03-08,12,1002,5,empacotamento_inadequado
1164,241,2024-03-09,7,1053,5,falha_eletrica
1165,300,2024-03-10,10,1158,4,dimensao_fora
1166,165,2024-03-11,17,1155,8,empacotamento_inadequado
1167,36,2024-03-12,28,1190,0,falha_superficie
1168,198,2024-03-13,2,1186,1,solda_fraca
1169,329,2024-03-14,23,1196,6,furo_incompleto
1170,252,2024-03-15,11,1063,9,dimensao_fora
1171,115,2024-03-16,8,954,4,bolhas_material
1172,158,2024-03-17,22,1019,2,falha_eletrica
1173,102,2024-03-18,21,996,5,dimensao_fora
1174,86,2024-03-19,18,951,8,falha_eletrica
1175,181,2024-03-20,23,952,1,cor_incorreta
1176,214,2024-03-21,5,1006,2,falha_eletrica
1177,98,2024-03-22,28,1114,2,solda_fraca
1178,125,2024-03-23,16,1054,2,cor_incorreta
1179,132,2024-03-24,24,1129,7,bolhas_material
1180,9,2024-03-25,26,1037,9,bolhas_material
1181,239,2024-03-26,13,956,4,dimensao_fora
1182,16,2024-03-27,19,1182,8,falha_eletrica
1183,335,2024-03-28,1,1159,7,falha_superficie
1184,238,2024-03-29,28,1009,1,falha_eletrica
1185,337,2024-03-30,14,1018,2,cor_incorreta
1186,280,2024-03-31,24,991,1,solda_fraca
1187,205,2024-04-01,21,960,1,dimensao_fora
1188,216,2024-04-02,9,963,9,falha_eletrica
1189,237,2024-04-03,25,1159,5,falha_eletrica
1190,15,2024-04-04,27,1027,1,dimensao_fora
1191,313,2024-04-05,5,1119,4,dimensao_fora
1192,270,2024-04-06,6,1111,0,bolhas_material
1193,149,2024-04-07,20,1040,6,furo_incompleto
1194,342,2024-04-08,28,1136,1,furo_incompleto
1195,94,2024-04-09,14,1199,4,cor_incorreta
1196,275,2024-04-10,26,1134,8,empacotamento_inadequado
1197,287,2024-04-11,24,971,7,falha_eletrica
1198,190,2024-04-12,13,1115,9,empacotamento_inadequado
1199,167,2024-04-13,19,1164,6,empacotamento_inadequado
1200,60,2024-04-14,24,1190,0,solda_fraca
1201,146,2024-04-15,14,1123,5,solda_fraca
1202,278,2024-04-16,26,1045,4,furo_incompleto
1203,347,2024-04-17,24,1075,9,falha_eletrica
1204,40,2024-04-18,1,951,3,falha_eletrica
1205,114,2024-04-19,26,1157,4,bolhas_material
1206,208,2024-04-20,17,1166,9,solda_fraca
1207,336,2024-04-21,26,1091,5,dimensao_fora
1208,348,2024-04-22,19,998,6,furo_incompleto
1209,296,2024-04-23,18,953,1,falha_superficie
1210,179,2024-04-24,20,1126,7,falha_superficie
1211,329,2024-04-25,23,1189,5,dimensao_fora
1212,146,2024-04-26,7,1152,0,solda_fraca
1213,311,2024-04-27,23,1085,3,dimensao_fora
1214,201,2024-04-28,26,1002,9,bolhas_material
1215,251,2024-04-29,21,1183,0,bolhas_material
1216,323,2024-04-30,2,1099,3,bolhas_material
1217,56,2024-05-01,3,1178,5,dimensao_fora
1218,125,2024-05-02,8,1183,9,bolhas_material
1219,312,2024-05-03,27,1100,4,falha_superficie
1220,315,2024-05-04,11,1162,1,dimensao_fora
1221,275,2024-05-05,1,1072,6,furo_incompleto
1222,15,2024-05-06,19,1037,0,empacotamento_inadequado
1223,320,2024-05-07,10,1198,0,falha_superficie
1224,233,2024-05-08,27,1194,7,solda_fraca
1225,5,2024-05-09,15,971,1,bolhas_material
1226,99,2024-05-10,5,1191,8,dimensao_fora
1227,295,2024-05-11,3,983,1,bolhas_material
1228,162,2024-05-12,2,1042,1,empacotamento_inadequado
1229,219,2024-05-13,3,955,9,bolhas_material
1230,218,2024-05-14,13,1094,1,empacotamento_inadequado
1231,107,2024-05-15,2,1055,9,falha_superficie
1232,316,2024-05-16,12,952,9,furo_incompleto
1233,258,2024-05-17,4,1062,9,furo_incompleto
1234,326,2024-05-18,3,1118,5,dimensao_fora
1235,292,2024-05-19,11,1060,4,dimensao_fora
1236,285,2024-05-20,23,1151,1,falha_eletrica
1237,330,2024-05-21,11,1110,8,empacotamento_inadequado
1238,94,2024-05-22,26,1192,3,falha_eletrica
1239,117,2024-05-23,26,959,4,dimensao_fora
1240,167,2024-05-24,14,1044,7,empacotamento_inadequado
1241,260,2024-05-25,5,1135,8,furo_incompleto
1242,319,2024-05-26,28,1182,4,empacotamento_inadequado
1243,182,2024-05-27,2,1170,6,furo_incompleto
1244,228,2024-05-28,12,1185,4,empacotamento_inadequado
1245,77,2024-05-29,16,1116,7,dimensao_fora
1246,106,2024-05-30,9,1160,5,falha_eletrica
1247,323,2024-05-31,26,1073,3,furo_incompleto
1248,40,2024-06-01,29,1094,0,bolhas_material
1249,309,2024-06-02,24,1096,3,cor_incorreta
1250,295,2024-06-03,26,1194,2,cor_incorreta
1251,288,2024-06-04,5,1037,6,falha_eletrica
1252,86,2024-06-05,9,979,2,bolhas_material
1253,101,2024-06-06,13,950,4,bolhas_material
1254,97,2024-06-07,2,1077,2,empacotamento_inadequado
1255,232,2024-06-08,23,1175,0,empacotamento_inadequado
1256,27,2024-06-09,23,1031,9,empacotamento_inadequado
1257,96,2024-06-10,13,950,4,furo_incompleto
1258,257,2024-06-11,14,1092,9,dimensao_fora
1259,197,2024-06-12,29,1094,8,cor_incorreta
1260,132,2024-06-13,7,1136,2,cor_incorreta
1261,210,2024-06-14,27,956,6,dimensao_fora
1262,219,2024-06-15,3,1034,3,solda_fraca
1263,208,2024-06-16,21,1125,1,solda_fraca
1264,309,2024-06-17,5,1148,9,falha_superficie
1265,135,2024-06-18,2,960,8,furo_incompleto
1266,178,2024-06-19,21,982,9,solda_fraca
1267,38,2024-06-20,21,1144,2,dimensao_fora
1268,263,2024-06-21,5,1102,5,cor_incorreta
1269,213,2024-06-22,18,1023,9,furo_incompleto
1270,338,2024-06-23,23,1195,6,furo_incompleto
1271,273,2024-06-24,29,1040,8,dimensao_fora
1272,234,2024-06-25,6,1079,1,cor_incorreta
1273,289,2024-06-26,28,1196,3,falha_eletrica
1274,180,2024-06-27,21,1015,1,falha_eletrica
1275,202,2024-06-28,2,1031,5,falha_eletrica
1276,288,2024-06-29,17,1197,4,empacotamento_inadequado
1277,343,2024-06-30,21,1069,3,falha_superficie
1278,82,2024-07-01,21,971,8,bolhas_material
1279,93,2024-07-02,1,1178,9,dimensao_fora
1280,243,2024-07-03,27,965,6,furo_incompleto
1281,122,2024-07-04,11,1113,3,furo_incompleto
1282,18,2024-07-05,25,1166,4,falha_eletrica
1283,251,2024-07-06,14,991,8,furo_incompleto
1284,349,2024-07-07,12,964,3,cor_incorreta
1285,62,2024-07-08,9,1140,8,bolhas_material
1286,126,2024-07-09,9,1112,6,empacotamento_inadequado
1287,325,2024-07-10,2,1095,7,bolhas_material
1288,16,2024-07-11,14,1139,6,furo_incompleto
1289,140,2024-07-12,13,1030,4,falha_eletrica
1290,182,2024-07-13,29,1137,5,empacotamento_inadequado
1291,147,2024-07-14,14,972,3,falha_eletrica
1292,155,2024-07-15,29,1097,1,bolhas_material
1293,284,2024-07-16,6,961,0,cor_incorreta
1294,347,2024-07-17,6,1178,4,falha_eletrica
1295,253,2024-07-18,6,1034,4,solda_fraca
1296,167,2024-07-19,23,1157,7,empacotamento_inadequado
1297,318,2024-07-20,25,1052,2,furo_incompleto
1298,74,2024-07-21,21,1099,6,dimensao_fora
1299,154,2024-07-22,5,1134,3,cor_incorreta
1300,148,2024-07-23,25,1158,4,cor_incorreta
1301,274,2024-07-24,6,1124,6,falha_superficie
1302,337,2024-07-25,8,1090,8,falha_superficie
1303,316,2024-07-26,3,991,3,dimensao_fora
1304,257,2024-07-27,29,1001,4,falha_superficie
1305,306,2024-07-28,5,1060,5,falha_superficie
1306,251,2024-07-29,20,1025,2,solda_fraca
1307,206,2024-07-30,12,1131,0,empacotamento_inadequado
1308,16,2024-07-31,1,1102,7,empacotamento_inadequado
1309,308,2024-08-01,4,958,3,furo_incompleto
1310,88,2024-08-02,28,1132,2,furo_incompleto
1311,104,2024-08-03,22,1050,7,bolhas_material
1312,154,2024-08-04,7,1138,4,furo_incompleto
1313,78,2024-08-05,1,1019,4,dimensao_fora
1314,55,2024-08-06,4,1147,9,bolhas_material
1315,111,2024-08-07,14,951,5,falha_eletrica
1316,163,2024-08-08,9,1058,8,dimensao_fora
1317,39,2024-08-09,8,1105,1,bolhas_material
1318,201,2024-08-10,2,1173,5,cor_incorreta
1319,186,2024-08-11,22,1123,6,empacotamento_inadequado
1320,206,2024-08-12,4,1160,7,dimensao_fora
1321,322,2024-08-13,27,1011,1,furo_incompleto
1322,30,2024-08-14,3,1075,5,solda_fraca
1323,333,2024-08-15,2,1196,8,bolhas_material
1324,107,2024-08-16,6,960,9,falha_eletrica
1325,274,2024-08-17,28,1183,1,furo_incompleto
1326,44,2024-08-18,6,1064,0,solda_fraca
1327,294,2024-08-19,22,1028,0,solda_fraca
1328,277,2024-08-20,14,1175,4,dimensao_fora
1329,202,2024-08-21,25,1019,7,falha_superficie
1330,314,2024-08-22,23,1148,0,falha_superficie
1331,49,2024-08-23,20,996,2,falha_eletrica
1332,169,2024-08-24,23,1059,3,falha_superficie
1333,340,2024-08-25,21,1051,9,falha_eletrica
1334,121,2024-08-26,11,1062,7,bolhas_material
1335,206,2024-08-27,26,1088,3,dimensao_fora
1336,115,2024-08-28,16,1053,5,solda_fraca
1337,120,2024-08-29,8,976,8,dimensao_fora
1338,5,2024-08-30,14,1183,0,furo_incompleto
1339,262,2024-08-31,26,1164,3,falha_superficie
1340,330,2024-09-01,11,1185,9,falha_eletrica
1341,146,2024-09-02,29,971,4,solda_fraca
1342,25,2024-09-03,7,1177,5,falha_eletrica
1343,171,2024-09-04,7,960,2,furo_incompleto
1344,25,2024-09-05,18,961,4,falha_superficie
1345,97,2024-09-06,8,1095,0,cor_incorreta
1346,41,2024-09-07,7,1097,6,empacotamento_inadequado
1347,18,2024-09-08,19,1137,4,cor_incorreta
1348,36,2024-09-09,9,1195,2,dimensao_fora
1349,131,2024-09-10,22,1107,5,solda_fraca
1350,232,2024-09-11,6,1196,9,dimensao_fora
1351,52,2024-09-12,18,1186,8,furo_incompleto
1352,189,2024-09-13,24,1173,9,falha_superficie
1353,153,2024-09-14,12,979,7,falha_superficie
1354,191,2024-09-15,19,1155,2,empacotamento_inadequado
1355,203,2024-09-16,14,989,5,cor_incorreta
1356,315,2024-09-17,28,1149,7,solda_fraca
1357,349,2024-09-18,2,1176,2,furo_incompleto
1358,339,2024-09-19,27,1090,8,cor_incorreta
1359,224,2024-09-20,3,1124,5,falha_eletrica
1360,228,2024-09-21,2,1015,0,furo_incompleto
1361,100,2024-09-22,25,1052,8,cor_incorreta
1362,313,2024-09-23,7,1046,0,dimensao_fora
1363,44,2024-09-24,4,1086,5,dimensao_fora
1364,253,2024-09-25,23,1184,9,solda_fraca
1365,156,2024-09-26,27,1117,8,furo_incompleto
1366,307,2024-09-27,20,1145,0,solda_fraca
1367,134,2024-09-28,22,978,8,solda_fraca
1368,67,2024-09-29,26,1092,2,solda_fraca
1369,290,2024-09-30,29,1034,2,falha_superficie
1370,214,2024-10-01,27,1169,3,empacotamento_inadequado
1371,309,2024-10-02,7,1056,1,cor_incorreta
1372,293,2024-10-03,25,1008,5,empacotamento_inadequado
1373,174,2024-10-04,8,1126,8,bolhas_material
1374,268,2024-10-05,28,1026,8,solda_fraca
1375,174,2024-10-06,9,1143,3,solda_fraca
1376,224,2024-10-07,18,1017,1,empacotamento_inadequado
1377,324,2024-10-08,16,970,1,empacotamento_inadequado
1378,273,2024-10-09,25,952,6,solda_fraca
1379,184,2024-10-10,26,1050,0,furo_incompleto
1380,140,2024-10-11,26,1017,6,cor_incorreta
1381,241,2024-10-12,13,999,0,cor_incorreta
1382,206,2024-10-13,12,1163,6,cor_incorreta
1383,201,2024-10-14,28,1167,6,cor_incorreta
1384,24,2024-10-15,9,996,9,dimensao_fora
1385,163,2024-10-16,20,1063,6,bolhas_material
1386,327,2024-10-17,12,995,4,empacotamento_inadequado
1387,328,2024-10-18,17,966,8,falha_eletrica
1388,75,2024-10-19,2,983,8,dimensao_fora
1389,81,2024-10-20,2,1064,8,solda_fraca
1390,48,2024-10-21,4,986,0,solda_fraca
1391,266,2024-10-22,13,1150,1,dimensao_fora
1392,4,2024-10-23,4,964,6,falha_superficie
1393,212,2024-10-24,28,1009,3,bolhas_material
1394,44,2024-10-25,3,1117,6,falha_superficie
1395,150,2024-10-26,7,1020,8,empacotamento_inadequado
1396,282,2024-10-27,4,1182,4,bolhas_material
1397,327,2024-10-28,7,1052,6,cor_incorreta
1398,300,2024-10-29,21,994,5,bolhas_material
1399,274,2024-10-30,27,1065,8,falha_superficie
1400,284,2024-10-31,8,1152,0,dimensao_fora
1401,292,2024-11-01,28,994,1,furo_incompleto
1402,132,2024-11-02,21,1012,0,empacotamento_inadequado
1403,107,2024-11-03,21,1181,0,dimensao_fora
1404,333,2024-11-04,1,1018,5,cor_incorreta
1405,322,2024-11-05,2,1067,1,bolhas_material
1406,237,2024-11-06,29,1084,0,solda_fraca
1407,2,2024-11-07,8,991,4,dimensao_fora
1408,30,2024-11-08,7,1096,5,solda_fraca
1409,265,2024-11-09,21,1027,2,falha_superficie
1410,22,2024-11-10,4,1106,7,falha_superficie
1411,9,2024-11-11,19,1133,9,furo_incompleto
1412,106,2024-11-12,29,1129,8,bolhas_material
1413,40,2024-11-13,10,1140,7,falha_eletrica
1414,339,2024-11-14,3,958,4,empacotamento_inadequado
1415,179,2024-11-15,16,1113,0,dimensao_fora
1416,182,2024-11-16,5,978,3,cor_incorreta
1417,55,2024-11-17,4,1188,3,dimensao_fora
1418,110,2024-11-18,25,1051,5,cor_incorreta
1419,24,2024-11-19,24,986,1,empacotamento_inadequado
1420,40,2024-11-20,19,1092,9,cor_incorreta
1421,255,2024-11-21,11,1196,9,furo_incompleto
1422,152,2024-11-22,20,976,3,furo_incompleto
1423,132,2024-11-23,26,1083,8,cor_incorreta
1424,82,2024-11-24,23,1101,5,empacotamento_inadequado
1425,206,2024-11-25,15,984,6,solda_fraca
1426,205,2024-11-26,22,1063,7,empacotamento_inadequado
1427,100,2024-11-27,25,1101,4,solda_fraca
1428,66,2024-11-28,20,1051,3,empacotamento_inadequado
1429,257,2024-11-29,29,1185,3,falha_superficie
1430,59,2024-11-30,19,1174,2,falha_eletrica
1431,104,2024-12-01,4,1041,6,solda_fraca
1432,45,2024-12-02,16,1145,1,solda_fraca
1433,170,2024-12-03,17,1105,0,cor_incorreta
1434,205,2024-12-04,20,1017,8,bolhas_material
1435,168,2024-12-05,26,1009,6,cor_incorreta
1436,42,2024-12-06,14,1104,5,cor_incorreta
1437,123,2024-12-07,16,954,1,bolhas_material
1438,105,2024-12-08,18,957,7,furo_incompleto
1439,187,2024-12-09,13,1166,1,bolhas_material
1440,197,2024-12-10,5,1091,8,solda_fraca
1441,208,2024-12-11,29,1157,1,furo_incompleto
1442,258,2024-12-12,29,1061,4,dimensao_fora
1443,113,2024-12-13,8,1039,5,empacotamento_inadequado
1444,185,2024-12-14,18,1111,6,cor_incorreta
1445,274,2024-12-15,5,1109,4,dimensao_fora
1446,86,2024-12-16,9,990,7,dimensao_fora
1447,236,2024-12-17,1,1094,0,furo_incompleto
1448,68,2024-12-18,5,1059,5,furo_incompleto
1449,339,2024-12-19,20,1074,0,falha_superficie
1450,32,2024-12-20,8,1115,8,empacotamento_inadequado
1451,273,2024-12-21,3,989,4,dimensao_fora
1452,110,2024-12-22,2,955,2,cor_incorreta
1453,264,2024-12-23,12,1048,4,dimensao_fora
1454,121,2024-12-24,22,1077,3,falha_eletrica
1455,20,2024-12-25,28,982,8,falha_superficie
1456,28,2024-12-26,11,1067,6,cor_incorreta
1457,162,2024-12-27,20,1103,8,dimensao_fora
1458,324,2024-12-28,15,1127,3,falha_eletrica
1459,152,2024-12-29,28,1139,5,cor_incorreta
1460,57,2024-12-30,28,1027,9,empacotamento_inadequado
1461,78,2024-12-31,5,1190,5,furo_incompleto
1462,39,2025-01-01,29,1177,6,bolhas_material
1463,103,2025-01-02,20,981,2,furo_incompleto
1464,80,2025-01-03,15,968,8,furo_incompleto
1465,319,2025-01-04,22,1041,8,empacotamento_inadequado
1466,84,2025-01-05,5,1197,9,cor_incorreta
1467,242,2025-01-06,3,964,7,bolhas_material
1468,207,2025-01-07,28,1177,5,falha_eletrica
1469,313,2025-01-08,1,1044,0,empacotamento_inadequado
1470,287,2025-01-09,25,1038,8,bolhas_material
1471,276,2025-01-10,1,971,4,empacotamento_inadequado
1472,232,2025-01-11,17,1189,5,bolhas_material
1473,31,2025-01-12,20,976,2,dimensao_fora
1474,38,2025-01-13,29,1135,4,furo_incompleto
1475,307,2025-01-14,27,1078,5,bolhas_material
1476,241,2025-01-15,1,1135,1,falha_eletrica
1477,247,2025-01-16,2,1073,5,solda_fraca
1478,58,2025-01-17,18,996,9,furo_incompleto
1479,210,2025-01-18,27,1116,3,falha_superficie
1480,162,2025-01-19,7,1099,8,bolhas_material
1481,108,2025-01-20,7,1054,0,cor_incorreta
1482,333,2025-01-21,27,1134,2,falha_eletrica
1483,128,2025-01-22,28,1044,7,empacotamento_inadequado
1484,91,2025-01-23,11,955,8,empacotamento_inadequado
1485,68,2025-01-24,19,1032,6,falha_superficie
1486,131,2025-01-25,2,957,5,cor_incorreta
1487,234,2025-01-26,15,1112,9,bolhas_material
1488,21,2025-01-27,13,1019,8,falha_superficie
1489,244,2025-01-28,2,1026,9,empacotamento_inadequado
1490,174,2025-01-29,14,1006,2,falha_eletrica
1491,227,2025-01-30,27,1166,8,dimensao_fora
1492,340,2025-01-31,10,1184,1,solda_fraca
1493,344,2025-02-01,13,1052,1,solda_fraca
1494,214,2025-02-02,22,953,7,bolhas_material
1495,289,2025-02-03,28,1033,1,empacotamento_inadequado
1496,124,2025-02-04,23,1014,3,cor_incorreta
1497,250,2025-02-05,5,1058,7,falha_superficie
1498,92,2025-02-06,28,977,0,empacotamento_inadequado
1499,113,2025-02-07,4,1120,3,furo_incompleto
1500,48,2025-02-08,19,1004,6,cor_incorreta
1501,320,2025-02-09,26,1033,1,falha_eletrica
1502,133,2025-02-10,29,1127,2,furo_incompleto
1503,343,2025-02-11,22,954,8,dimensao_fora
1504,336,2025-02-12,4,1140,7,falha_superficie
1505,224,2025-02-13,26,1186,0,solda_fraca
1506,195,2025-02-14,23,993,5,falha_eletrica
1507,321,2025-02-15,29,987,3,solda_fraca
1508,53,2025-02-16,7,975,0,solda_fraca
1509,241,2025-02-17,14,1081,3,cor_incorreta
1510,122,2025-02-18,26,1084,4,falha_eletrica
1511,151,2025-02-19,1,1162,1,bolhas_material
1512,176,2025-02-20,18,1013,4,solda_fraca
1513,92,2025-02-21,21,1017,2,dimensao_fora
1514,287,2025-02-22,26,963,2,solda_fraca
1515,223,2025-02-23,7,990,6,solda_fraca
1516,270,2025-02-24,1,1189,0,bolhas_material
1517,111,2025-02-25,13,1010,7,dimensao_fora
1518,228,2025-02-26,7,1053,4,falha_eletrica
1519,83,2025-02-27,10,1153,5,falha_superficie
1520,220,2025-02-28,25,1156,1,falha_superficie
1521,298,2025-03-01,13,982,6,falha_superficie
1522,85,2025-03-02,16,1139,9,falha_eletrica
1523,343,2025-03-03,17,1114,6,bolhas_material
1524,130,2025-03-04,4,1150,8,empacotamento_inadequado
1525,125,2025-03-05,4,1121,6,empacotamento_inadequado
1526,345,2025-03-06,10,1166,7,empacotamento_inadequado
1527,205,2025-03-07,23,1037,7,furo_incompleto
1528,151,2025-03-08,17,1146,5,cor_incorreta
1529,100,2025-03-09,2,1183,8,bolhas_material
1530,89,2025-03-10,17,1144,6,falha_superficie
1531,279,2025-03-11,20,1064,3,bolhas_material
1532,96,2025-03-12,13,1164,5,solda_fraca
1533,48,2025-03-13,19,1169,0,solda_fraca
1534,341,2025-03-14,14,1132,6,falha_eletrica
1535,7,2025-03-15,1,1093,3,furo_incompleto
1536,143,2025-03-16,17,1187,8,cor_incorreta
1537,172,2025-03-17,18,1174,9,falha_eletrica
1538,283,2025-03-18,25,991,3,solda_fraca
1539,107,2025-03-19,14,1155,3,solda_fraca
1540,250,2025-03-20,5,1050,8,dimensao_fora
1541,70,2025-03-21,10,1053,2,furo_incompleto
1542,217,2025-03-22,14,1155,5,falha_eletrica
1543,117,2025-03-23,8,1017,2,falha_superficie
1544,271,2025-03-24,17,1162,7,falha_eletrica
1545,194,2025-03-25,12,998,4,solda_fraca
1546,143,2025-03-26,15,988,0,falha_eletrica
1547,46,2025-03-27,24,1183,4,falha_superficie
1548,35,2025-03-28,29,1006,0,empacotamento_inadequado
1549,212,2025-03-29,29,992,6,dimensao_fora
1550,161,2025-03-30,10,982,7,falha_eletrica
1551,4,2025-03-31,20,1056,9,falha_eletrica
1552,88,2025-04-01,24,951,8,bolhas_material
1553,2,2025-04-02,20,1115,7,solda_fraca
1554,238,2025-04-03,5,1079,0,furo_incompleto
1555,175,2025-04-04,13,1126,4,cor_incorreta
1556,172,2025-04-05,1,1039,3,furo_incompleto
1557,325,2025-04-06,29,1045,8,falha_eletrica
1558,234,2025-04-07,25,1106,5,falha_eletrica
1559,228,2025-04-08,7,1061,7,solda_fraca
1560,15,2025-04-09,27,1081,0,empacotamento_inadequado
1561,173,2025-04-10,20,1007,8,falha_eletrica
1562,215,2025-04-11,19,1033,9,cor_incorreta
1563,287,2025-04-12,5,1176,0,empacotamento_inadequado
1564,307,2025-04-13,5,1059,2,falha_eletrica
1565,173,2025-04-14,4,1141,6,empacotamento_inadequado
1566,142,2025-04-15,7,1010,8,falha_eletrica
1567,289,2025-04-16,21,1075,1,falha_superficie
1568,238,2025-04-17,4,993,8,furo_incompleto
1569,316,2025-04-18,24,1033,0,falha_eletrica
1570,259,2025-04-19,1,1002,3,solda_fraca
1571,174,2025-04-20,29,1012,6,empacotamento_inadequado
1572,325,2025-04-21,5,1049,9,falha_superficie
1573,137,2025-04-22,2,1180,9,cor_incorreta
1574,33,2025-04-23,5,1065,5,falha_eletrica
1575,113,2025-04-24,14,1137,8,bolhas_material
1576,34,2025-04-25,24,1138,7,furo_incompleto
1577,61,2025-04-26,25,1007,5,falha_eletrica
1578,294,2025-04-27,15,994,2,falha_eletrica
1579,280,2025-04-28,1,1017,2,furo_incompleto
1580,62,2025-04-29,24,970,9,bolhas_material
1581,72,2025-04-30,4,1135,0,bolhas_material
1582,71,2025-05-01,20,1105,5,empacotamento_inadequado
1583,251,2025-05-02,17,1145,7,bolhas_material
1584,89,2025-05-03,24,1028,1,dimensao_fora
1585,298,2025-05-04,11,1068,0,dimensao_fora
1586,200,2025-05-05,9,1052,8,solda_fraca
1587,313,2025-05-06,23,969,7,cor_incorreta
1588,42,2025-05-07,3,1161,6,furo_incompleto
1589,201,2025-05-08,26,1079,7,solda_fraca
1590,129,2025-05-09,1,1150,9,falha_eletrica
1591,35,2025-05-10,21,1117,9,furo_incompleto
1592,122,2025-05-11,3,1198,4,cor_incorreta
1593,336,2025-05-12,4,992,7,empacotamento_inadequado
1594,173,2025-05-13,16,1141,0,furo_incompleto
1595,194,2025-05-14,21,1099,5,falha_eletrica
1596,310,2025-05-15,9,1163,0,dimensao_fora
