id,nome,disponibilidade,performance,qualidade,oee,taxa_producao,capacidade_producao,eficiencia_linha,produtividade_mao_obra,data_registro
19884,Equipamento Solda por Onda,0.95,0.92,0.97,0.97,127.77,152.65,0.96,0.95,2023-04-09 11:00:00
19885,Equipamento Solda por Onda,0.99,0.92,0.97,0.93,123.28,138.9,0.96,0.92,2023-04-09 12:00:00
19886,Scanner AOI,0.91,0.91,0.96,0.93,118.64,130.14,0.96,0.95,2023-04-09 13:00:00
19887,Simulador Ambiente,0.95,0.91,0.98,0.88,102.43,126.45,0.94,0.9,2023-04-09 14:00:00
19888,Calibrador Robos,0.92,0.98,0.98,0.9,105.8,140.55,0.96,0.94,2023-04-09 15:00:00
19889,Equipamento Solda por Refusao,0.98,0.95,0.97,0.91,121.47,134.33,0.98,0.9,2023-04-09 16:00:00
19890,Scanner Linha Producao,0.97,0.98,0.97,0.94,103.54,120.03,0.96,0.91,2023-04-09 17:00:00
19891,Calibrador Robos,0.98,0.98,0.96,0.89,113.4,158.13,0.96,0.92,2023-04-09 18:00:00
19892,Calibrador Robos,0.97,0.94,0.96,0.9,129.87,149.84,0.94,0.97,2023-04-09 19:00:00
19893,Calibrador Robos,0.95,0.96,0.96,0.89,122.13,148.52,0.96,0.96,2023-04-09 20:00:00
19894,Scanner Linha Producao,0.93,0.97,0.95,0.91,115.52,130.06,0.96,0.97,2023-04-09 21:00:00
19895,Medidor Corrente,0.92,0.94,0.98,0.88,101.73,122.43,0.98,0.96,2023-04-09 22:00:00
19896,Inspetor Visual Otico,0.91,0.95,0.97,0.89,122.4,155.71,0.94,0.95,2023-04-09 23:00:00
19897,Testador ICT,0.9,0.96,0.99,0.93,113.52,139.6,0.94,0.96,2023-04-10 00:00:00
19898,Medidor Corrente,0.99,0.95,0.96,0.9,112.69,138.67,0.95,0.96,2023-04-10 01:00:00
19899,Medidor Corrente,0.92,0.94,0.99,0.91,128.83,158.26,0.96,0.93,2023-04-10 02:00:00
19900,Simulador Ambiente,0.98,0.92,0.97,0.96,106.44,135.23,0.98,0.91,2023-04-10 03:00:00
19901,Testador Circuito SMT,0.92,0.96,0.98,0.97,104.61,159.1,0.96,0.93,2023-04-10 04:00:00
19902,Scanner AOI,0.95,0.94,0.97,0.96,114.04,136.75,0.93,0.93,2023-04-10 05:00:00
19903,AOI Automatizado,0.98,0.91,0.97,0.89,115.18,138.68,0.98,0.97,2023-04-10 06:00:00
19904,Calibrador Robos,0.93,0.95,0.95,0.95,112.21,150.41,0.97,0.95,2023-04-10 07:00:00
19905,Inspetor Visual Otico,0.97,0.92,0.96,0.97,101.08,131.1,0.98,0.93,2023-04-10 08:00:00
19906,Testador Circuito SMT,0.97,0.96,0.98,0.91,124.04,138.0,0.95,0.92,2023-04-10 09:00:00
19907,AOI Automatizado,0.94,0.97,0.99,0.89,119.62,147.38,0.96,0.9,2023-04-10 10:00:00
19908,Scanner AOI,0.98,0.92,0.97,0.95,124.81,122.0,0.98,0.95,2023-04-10 11:00:00
19909,Medidor Corrente,0.94,0.92,0.97,0.96,112.17,138.41,0.93,0.97,2023-04-10 12:00:00
19910,Simulador Ambiente,0.97,0.9,0.99,0.94,111.82,158.18,0.93,0.95,2023-04-10 13:00:00
19911,Equipamento Solda por Onda,0.94,0.91,0.96,0.88,106.23,144.25,0.97,0.92,2023-04-10 14:00:00
19912,Scanner AOI,0.92,0.91,0.95,0.93,125.0,139.63,0.99,0.91,2023-04-10 15:00:00
19913,Equipamento Solda por Refusao,0.9,0.91,0.98,0.89,106.65,133.25,0.94,0.97,2023-04-10 16:00:00
19914,Calibrador Robos,0.96,0.95,0.99,0.92,110.33,121.61,0.94,0.92,2023-04-10 17:00:00
19915,AOI Automatizado,0.91,0.97,0.98,0.94,125.82,155.0,0.97,0.94,2023-04-10 18:00:00
19916,Testador Circuito SMT,0.95,0.93,0.99,0.96,117.03,149.11,0.98,0.95,2023-04-10 19:00:00
19917,Scanner Linha Producao,0.93,0.94,0.96,0.91,110.55,139.32,0.97,0.94,2023-04-10 20:00:00
19918,Equipamento Solda por Refusao,0.92,0.94,0.97,0.96,117.29,144.97,0.98,0.96,2023-04-10 21:00:00
19919,Scanner AOI,0.91,0.91,0.95,0.88,124.84,159.31,0.98,0.97,2023-04-10 22:00:00
19920,Equipamento Solda por Refusao,0.96,0.9,0.98,0.93,129.86,155.24,0.93,0.97,2023-04-10 23:00:00
19921,Simulador Ambiente,0.98,0.97,0.96,0.93,110.96,133.29,0.94,0.97,2023-04-11 00:00:00
19922,AOI Automatizado,0.94,0.98,0.95,0.88,105.29,143.86,0.94,0.94,2023-04-11 01:00:00
19923,Equipamento Solda por Refusao,0.91,0.95,0.97,0.91,113.43,132.27,0.98,0.96,2023-04-11 02:00:00
19924,Inspetor Visual Otico,0.96,0.98,0.99,0.96,110.04,137.29,0.98,0.91,2023-04-11 03:00:00
19925,Inspetor Visual Otico,0.93,0.95,0.96,0.96,116.55,151.68,0.96,0.94,2023-04-11 04:00:00
19926,Medidor Corrente,0.97,0.92,0.95,0.94,103.89,141.22,0.95,0.94,2023-04-11 05:00:00
19927,AOI Automatizado,0.94,0.93,0.96,0.89,109.22,135.65,0.93,0.94,2023-04-11 06:00:00
19928,Inspetor Visual Otico,0.94,0.98,0.96,0.89,118.17,132.06,0.93,0.94,2023-04-11 07:00:00
19929,Calibrador Robos,0.92,0.94,0.99,0.9,120.11,147.01,0.97,0.91,2023-04-11 08:00:00
19930,Testador ICT,0.9,0.9,0.96,0.91,111.66,121.82,0.97,0.93,2023-04-11 09:00:00
19931,Inspetor Visual Otico,0.92,0.93,0.98,0.94,114.11,130.26,0.95,0.96,2023-04-11 10:00:00
19932,Calibrador Robos,0.96,0.9,0.99,0.9,118.08,152.66,0.98,0.91,2023-04-11 11:00:00
19933,Testador ICT,0.9,0.95,0.98,0.9,104.47,145.0,0.96,0.94,2023-04-11 12:00:00
19934,Equipamento Solda por Onda,0.96,0.94,0.96,0.93,124.46,121.6,0.94,0.92,2023-04-11 13:00:00
19935,Equipamento Solda por Refusao,0.97,0.91,0.95,0.89,114.26,129.45,0.98,0.92,2023-04-11 14:00:00
19936,Scanner AOI,0.99,0.98,0.95,0.94,116.66,154.84,0.94,0.96,2023-04-11 15:00:00
19937,Medidor Corrente,0.96,0.97,0.98,0.93,125.54,140.14,0.94,0.97,2023-04-11 16:00:00
19938,Equipamento Solda por Refusao,0.91,0.96,0.99,0.94,102.48,120.63,0.97,0.93,2023-04-11 17:00:00
19939,Calibrador Robos,0.91,0.92,0.97,0.91,107.18,155.04,0.98,0.94,2023-04-11 18:00:00
19940,AOI Automatizado,0.97,0.96,1.0,0.95,113.28,152.6,0.99,0.95,2023-04-11 19:00:00
19941,Inspetor Visual Otico,0.91,0.94,0.99,0.89,106.99,124.14,0.94,0.92,2023-04-11 20:00:00
19942,Simulador Ambiente,0.93,0.91,0.99,0.9,110.95,155.66,0.95,0.9,2023-04-11 21:00:00
19943,Calibrador Robos,0.91,0.97,0.97,0.93,105.39,136.2,0.97,0.93,2023-04-11 22:00:00
19944,Inspetor Visual Otico,0.91,0.99,1.0,0.96,116.76,125.37,0.93,0.92,2023-04-11 23:00:00
19945,Testador ICT,0.98,0.92,0.97,0.91,101.25,159.15,0.98,0.9,2023-04-12 00:00:00
19946,Inspetor Visual Otico,0.9,0.96,0.96,0.92,112.61,159.8,0.96,0.91,2023-04-12 01:00:00
19947,Testador ICT,0.91,0.93,0.96,0.91,117.12,131.41,0.96,0.97,2023-04-12 02:00:00
19948,Inspetor Visual Otico,0.99,0.97,0.98,0.95,105.99,142.24,0.98,0.93,2023-04-12 03:00:00
19949,Scanner AOI,0.94,0.92,0.99,0.96,126.18,155.15,0.98,0.94,2023-04-12 04:00:00
19950,Scanner AOI,0.93,0.93,0.96,0.94,105.4,136.5,0.95,0.91,2023-04-12 05:00:00
19951,Testador ICT,0.96,0.95,0.97,0.96,113.53,144.98,0.97,0.9,2023-04-12 06:00:00
19952,Equipamento Solda por Onda,0.94,0.93,0.96,0.91,111.47,130.94,0.97,0.97,2023-04-12 07:00:00
19953,Testador Circuito SMT,0.94,0.94,0.96,0.9,109.82,138.64,0.93,0.94,2023-04-12 08:00:00
19954,Medidor Corrente,0.94,0.98,0.98,0.89,125.13,129.72,0.99,0.95,2023-04-12 09:00:00
19955,Inspetor Visual Otico,0.92,0.94,0.95,0.89,103.37,154.34,0.97,0.94,2023-04-12 10:00:00
19956,AOI Automatizado,0.99,0.93,0.97,0.93,122.72,152.6,0.96,0.93,2023-04-12 11:00:00
19957,Testador ICT,0.98,0.99,0.98,0.89,123.43,147.19,0.96,0.91,2023-04-12 12:00:00
19958,Testador ICT,0.92,0.92,0.96,0.95,101.23,128.95,0.97,0.91,2023-04-12 13:00:00
19959,Inspetor Visual Otico,0.99,0.94,0.96,0.92,124.03,137.31,0.98,0.95,2023-04-12 14:00:00
19960,Testador ICT,0.91,0.98,0.99,0.9,106.03,159.17,0.98,0.91,2023-04-12 15:00:00
19961,Scanner Linha Producao,0.91,0.93,0.97,0.95,121.88,122.01,0.96,0.97,2023-04-12 16:00:00
19962,Scanner AOI,0.91,0.94,0.99,0.94,105.27,121.22,0.96,0.95,2023-04-12 17:00:00
19963,Medidor Corrente,0.96,0.92,0.97,0.93,105.47,139.91,0.98,0.91,2023-04-12 18:00:00
19964,Testador Circuito SMT,0.91,0.92,0.97,0.89,103.09,133.75,0.98,0.92,2023-04-12 19:00:00
19965,AOI Automatizado,0.95,0.93,1.0,0.93,122.37,157.52,0.93,0.9,2023-04-12 20:00:00
19966,Scanner AOI,0.92,0.97,1.0,0.93,129.07,137.48,0.99,0.93,2023-04-12 21:00:00
19967,Testador ICT,0.93,0.97,0.96,0.96,124.37,149.44,0.95,0.93,2023-04-12 22:00:00
19968,Simulador Ambiente,0.99,0.98,0.98,0.93,124.5,135.24,0.96,0.95,2023-04-12 23:00:00
19969,Testador Circuito SMT,0.92,0.91,0.97,0.93,123.85,144.85,0.96,0.91,2023-04-13 00:00:00
19970,Simulador Ambiente,0.96,0.94,0.99,0.92,126.23,157.84,0.97,0.96,2023-04-13 01:00:00
19971,Scanner Linha Producao,0.92,0.91,0.95,0.88,123.71,159.37,0.94,0.94,2023-04-13 02:00:00
19972,Equipamento Solda por Onda,0.92,0.91,0.98,0.95,107.82,150.73,0.94,0.9,2023-04-13 03:00:00
19973,Testador Circuito SMT,0.99,0.91,0.98,0.94,121.4,146.12,0.94,0.95,2023-04-13 04:00:00
19974,Calibrador Robos,0.97,0.93,0.99,0.88,119.93,151.74,0.94,0.92,2023-04-13 05:00:00
19975,Testador Circuito SMT,0.92,0.92,0.99,0.96,117.01,154.76,0.96,0.9,2023-04-13 06:00:00
19976,AOI Automatizado,0.97,0.99,0.99,0.9,119.58,120.29,0.96,0.91,2023-04-13 07:00:00
19977,Simulador Ambiente,0.99,0.96,1.0,0.9,129.44,134.16,0.93,0.93,2023-04-13 08:00:00
19978,Simulador Ambiente,0.97,0.94,0.99,0.93,109.76,133.72,0.94,0.96,2023-04-13 09:00:00
19979,Scanner Linha Producao,0.93,0.93,0.98,0.89,122.64,152.0,0.96,0.9,2023-04-13 10:00:00
19980,Inspetor Visual Otico,0.94,0.97,0.98,0.92,126.06,145.55,0.99,0.91,2023-04-13 11:00:00
19981,Testador ICT,0.91,0.9,0.97,0.9,105.01,141.91,0.98,0.9,2023-04-13 12:00:00
19982,Equipamento Solda por Onda,0.97,0.92,0.96,0.97,108.98,134.24,0.93,0.93,2023-04-13 13:00:00
19983,Scanner Linha Producao,0.95,0.98,0.95,0.97,101.72,138.34,0.95,0.95,2023-04-13 14:00:00
19984,Testador ICT,0.94,0.93,0.96,0.93,120.94,120.12,0.94,0.95,2023-04-13 15:00:00
19985,Equipamento Solda por Refusao,0.96,0.94,0.97,0.89,109.8,125.11,0.93,0.94,2023-04-13 16:00:00
19986,Equipamento Solda por Onda,0.97,0.99,0.95,0.92,129.2,131.12,0.97,0.95,2023-04-13 17:00:00
19987,Scanner AOI,0.96,0.9,0.99,0.96,121.86,147.97,0.96,0.94,2023-04-13 18:00:00
19988,Calibrador Robos,0.94,0.91,0.99,0.92,128.63,151.38,0.97,0.92,2023-04-13 19:00:00
19989,Medidor Corrente,0.98,0.98,0.95,0.91,120.68,126.9,0.93,0.95,2023-04-13 20:00:00
19990,Scanner AOI,0.97,0.99,0.99,0.93,119.82,121.52,0.95,0.97,2023-04-13 21:00:00
19991,Testador Circuito SMT,0.96,0.94,0.97,0.96,118.97,130.71,0.98,0.91,2023-04-13 22:00:00
19992,Testador ICT,0.97,0.96,0.98,0.94,105.55,143.53,0.93,0.92,2023-04-13 23:00:00
19993,Calibrador Robos,0.96,0.94,0.97,0.88,129.68,149.82,0.95,0.91,2023-04-14 00:00:00
19994,Equipamento Solda por Refusao,0.96,0.91,0.98,0.93,105.19,154.8,0.97,0.96,2023-04-14 01:00:00
19995,Scanner AOI,0.94,0.97,0.96,0.91,115.09,126.31,0.94,0.92,2023-04-14 02:00:00
19996,Equipamento Solda por Onda,0.9,0.91,1.0,0.92,107.98,123.45,0.94,0.92,2023-04-14 03:00:00
19997,Equipamento Solda por Onda,0.96,0.91,0.96,0.9,101.18,138.32,0.93,0.96,2023-04-14 04:00:00
19998,Simulador Ambiente,0.97,0.95,0.99,0.96,112.39,122.12,0.95,0.95,2023-04-14 05:00:00
19999,Scanner AOI,0.94,0.98,0.97,0.95,128.78,150.17,0.98,0.94,2023-04-14 06:00:00
20000,Equipamento Solda por Refusao,0.94,0.95,0.98,0.94,108.95,153.49,0.95,0.96,2023-04-14 07:00:00
20001,Equipamento Solda por Refusao,0.92,0.96,0.97,0.94,127.68,147.94,0.98,0.9,2023-04-14 08:00:00
20002,Medidor Corrente,0.9,0.93,0.96,0.92,124.79,158.01,0.98,0.92,2023-04-14 09:00:00
20003,Simulador Ambiente,0.97,0.98,0.99,0.94,126.79,120.54,0.95,0.96,2023-04-14 10:00:00
20004,Testador ICT,0.95,0.95,0.98,0.95,123.83,139.09,0.95,0.93,2023-04-14 11:00:00
20005,Equipamento Solda por Refusao,0.97,0.99,0.96,0.97,103.27,126.75,0.97,0.95,2023-04-14 12:00:00
20006,Testador Circuito SMT,0.98,0.97,0.98,0.92,125.96,130.51,0.98,0.97,2023-04-14 13:00:00
20007,Scanner AOI,0.96,0.92,0.98,0.89,109.77,137.24,0.97,0.97,2023-04-14 14:00:00
20008,Scanner Linha Producao,0.98,0.94,0.95,0.91,112.54,149.32,0.96,0.94,2023-04-14 15:00:00
20009,Calibrador Robos,0.9,0.96,0.98,0.94,109.85,156.43,0.99,0.97,2023-04-14 16:00:00
20010,Medidor Corrente,0.93,0.98,0.99,0.95,101.09,137.16,0.96,0.95,2023-04-14 17:00:00
20011,Equipamento Solda por Onda,0.98,0.91,0.98,0.92,109.26,129.38,0.97,0.96,2023-04-14 18:00:00
20012,Medidor Corrente,0.94,0.91,0.95,0.95,100.02,133.38,0.96,0.91,2023-04-14 19:00:00
20013,Inspetor Visual Otico,0.95,0.91,0.96,0.97,129.98,129.82,0.94,0.93,2023-04-14 20:00:00
20014,Scanner Linha Producao,0.92,0.95,0.96,0.97,115.44,144.59,0.94,0.95,2023-04-14 21:00:00
20015,AOI Automatizado,0.9,0.93,0.96,0.96,106.23,157.67,0.96,0.92,2023-04-14 22:00:00
20016,Equipamento Solda por Refusao,0.96,0.94,0.99,0.95,129.11,128.77,0.99,0.96,2023-04-14 23:00:00
20017,Testador ICT,0.93,0.9,0.96,0.94,100.59,147.94,0.98,0.97,2023-04-15 00:00:00
20018,Scanner Linha Producao,0.92,0.91,0.98,0.88,118.84,121.02,0.96,0.96,2023-04-15 01:00:00
20019,Scanner Linha Producao,0.9,0.92,0.98,0.93,118.51,158.66,0.98,0.92,2023-04-15 02:00:00
20020,Medidor Corrente,0.96,0.91,0.98,0.96,114.05,146.01,0.97,0.91,2023-04-15 03:00:00
20021,AOI Automatizado,0.9,0.94,0.96,0.96,118.44,147.58,0.94,0.91,2023-04-15 04:00:00
20022,AOI Automatizado,0.94,0.95,1.0,0.97,104.22,132.53,0.96,0.92,2023-04-15 05:00:00
20023,Scanner AOI,0.92,0.93,1.0,0.94,126.9,136.47,0.98,0.95,2023-04-15 06:00:00
20024,Inspetor Visual Otico,0.97,0.99,0.95,0.92,121.62,143.63,0.96,0.93,2023-04-15 07:00:00
20025,AOI Automatizado,0.97,0.97,0.97,0.93,106.7,136.23,0.96,0.96,2023-04-15 08:00:00
20026,Equipamento Solda por Onda,0.91,0.92,0.98,0.94,114.16,129.46,0.97,0.94,2023-04-15 09:00:00
20027,Testador Circuito SMT,0.98,0.94,1.0,0.91,100.1,146.37,0.94,0.92,2023-04-15 10:00:00
20028,Equipamento Solda por Refusao,0.97,0.98,0.97,0.95,126.08,141.3,0.97,0.92,2023-04-15 11:00:00
20029,Simulador Ambiente,0.95,0.95,0.95,0.97,105.87,136.83,0.93,0.9,2023-04-15 12:00:00
20030,Scanner Linha Producao,0.92,0.93,0.98,0.95,121.26,130.88,0.95,0.91,2023-04-15 13:00:00
20031,Medidor Corrente,0.95,0.98,0.98,0.95,123.82,126.58,0.96,0.94,2023-04-15 14:00:00
20032,Medidor Corrente,0.98,0.92,0.96,0.9,125.87,145.18,0.96,0.96,2023-04-15 15:00:00
20033,Scanner AOI,0.94,0.94,0.98,0.96,127.56,150.49,0.95,0.92,2023-04-15 16:00:00
20034,Inspetor Visual Otico,0.93,0.92,0.96,0.92,126.0,147.51,0.97,0.92,2023-04-15 17:00:00
20035,Equipamento Solda por Onda,0.97,0.94,0.99,0.94,110.23,153.43,0.95,0.91,2023-04-15 18:00:00
20036,Scanner AOI,0.96,0.97,0.99,0.91,120.21,120.16,0.93,0.96,2023-04-15 19:00:00
20037,Simulador Ambiente,0.93,0.95,0.96,0.91,126.81,136.41,0.98,0.95,2023-04-15 20:00:00
20038,Testador Circuito SMT,0.97,0.95,0.95,0.89,110.47,126.39,0.95,0.96,2023-04-15 21:00:00
20039,Testador ICT,0.96,0.9,0.98,0.96,102.08,146.79,0.97,0.96,2023-04-15 22:00:00
20040,Scanner AOI,0.97,0.98,0.98,0.96,127.03,151.07,0.97,0.91,2023-04-15 23:00:00
20041,Scanner AOI,0.99,0.91,0.98,0.88,108.83,121.42,0.97,0.96,2023-04-16 00:00:00
20042,Inspetor Visual Otico,0.93,0.94,0.96,0.93,101.92,124.78,0.94,0.94,2023-04-16 01:00:00
20043,Medidor Corrente,0.93,0.91,1.0,0.88,123.47,132.72,0.96,0.96,2023-04-16 02:00:00
20044,Simulador Ambiente,0.93,0.98,0.97,0.94,116.48,129.2,0.96,0.93,2023-04-16 03:00:00
20045,Testador ICT,0.96,0.92,0.99,0.88,113.82,122.91,0.95,0.96,2023-04-16 04:00:00
20046,Testador ICT,0.96,0.94,0.97,0.94,108.37,132.59,0.95,0.96,2023-04-16 05:00:00
20047,Testador ICT,0.92,0.97,0.97,0.89,103.57,137.98,0.98,0.94,2023-04-16 06:00:00
20048,Scanner AOI,0.99,0.95,1.0,0.89,124.93,150.4,0.94,0.91,2023-04-16 07:00:00
20049,Scanner AOI,0.92,0.93,0.99,0.94,125.22,134.03,0.95,0.96,2023-04-16 08:00:00
20050,Equipamento Solda por Onda,0.95,0.93,0.96,0.89,111.7,156.11,0.95,0.94,2023-04-16 09:00:00
20051,Inspetor Visual Otico,0.93,0.93,0.97,0.94,119.35,130.85,0.97,0.92,2023-04-16 10:00:00
20052,Testador Circuito SMT,0.98,0.94,0.98,0.9,127.89,132.58,0.97,0.93,2023-04-16 11:00:00
20053,Calibrador Robos,0.97,0.97,0.98,0.97,117.29,131.75,0.95,0.93,2023-04-16 12:00:00
20054,Inspetor Visual Otico,0.98,0.93,0.98,0.89,108.92,131.04,0.99,0.96,2023-04-16 13:00:00
20055,Testador Circuito SMT,0.96,0.95,0.99,0.89,105.58,150.86,0.93,0.96,2023-04-16 14:00:00
20056,Inspetor Visual Otico,0.91,0.92,0.98,0.89,103.73,134.72,0.98,0.92,2023-04-16 15:00:00
20057,Scanner AOI,0.92,0.98,0.97,0.96,125.16,124.32,0.93,0.9,2023-04-16 16:00:00
20058,Scanner Linha Producao,0.94,0.93,0.99,0.93,109.79,140.88,0.95,0.92,2023-04-16 17:00:00
20059,Testador ICT,0.96,0.91,0.97,0.91,107.75,150.45,0.94,0.93,2023-04-16 18:00:00
20060,Medidor Corrente,0.97,0.93,0.98,0.89,121.55,145.1,0.93,0.9,2023-04-16 19:00:00
20061,Scanner AOI,0.92,0.97,1.0,0.9,110.1,147.22,0.94,0.96,2023-04-16 20:00:00
20062,Testador ICT,0.99,0.91,0.97,0.97,113.62,141.64,0.95,0.93,2023-04-16 21:00:00
20063,Scanner Linha Producao,0.97,0.94,0.98,0.9,108.69,122.89,0.93,0.92,2023-04-16 22:00:00
20064,Testador ICT,0.99,0.9,0.95,0.88,120.21,153.09,0.99,0.9,2023-04-16 23:00:00
20065,Scanner Linha Producao,0.92,0.99,0.98,0.95,105.81,144.47,0.96,0.95,2023-04-17 00:00:00
20066,Testador ICT,0.95,0.95,1.0,0.95,103.54,135.01,0.96,0.96,2023-04-17 01:00:00
20067,Inspetor Visual Otico,0.97,0.94,0.99,0.94,124.35,150.04,0.93,0.91,2023-04-17 02:00:00
20068,Testador ICT,0.92,0.97,1.0,0.94,109.52,145.53,0.98,0.93,2023-04-17 03:00:00
20069,Calibrador Robos,0.95,0.96,0.99,0.97,113.6,120.92,0.94,0.93,2023-04-17 04:00:00
20070,Simulador Ambiente,0.91,0.94,0.95,0.93,124.02,153.6,0.99,0.91,2023-04-17 05:00:00
20071,Simulador Ambiente,0.94,0.96,0.97,0.9,123.12,141.74,0.95,0.96,2023-04-17 06:00:00
20072,Simulador Ambiente,0.98,0.95,0.97,0.95,124.25,140.3,0.97,0.94,2023-04-17 07:00:00
20073,Equipamento Solda por Refusao,0.96,0.92,0.98,0.93,109.44,152.73,0.94,0.96,2023-04-17 08:00:00
20074,Simulador Ambiente,0.97,0.96,0.95,0.89,108.82,123.18,0.96,0.91,2023-04-17 09:00:00
20075,Scanner Linha Producao,0.98,0.97,0.97,0.93,114.69,131.36,0.96,0.96,2023-04-17 10:00:00
20076,Inspetor Visual Otico,0.98,0.96,0.99,0.93,106.75,121.43,0.95,0.93,2023-04-17 11:00:00
20077,Testador ICT,0.91,0.91,0.98,0.96,117.69,127.72,0.97,0.94,2023-04-17 12:00:00
20078,Inspetor Visual Otico,0.98,0.99,0.98,0.88,118.01,137.34,0.94,0.93,2023-04-17 13:00:00
20079,Simulador Ambiente,0.9,0.95,0.97,0.9,106.98,154.4,0.95,0.91,2023-04-17 14:00:00
20080,Simulador Ambiente,0.93,0.92,0.97,0.93,119.24,147.64,0.96,0.91,2023-04-17 15:00:00
20081,Scanner AOI,0.96,0.98,0.98,0.94,129.25,141.4,0.99,0.9,2023-04-17 16:00:00
20082,Scanner Linha Producao,0.95,0.9,0.96,0.95,109.03,137.63,0.94,0.95,2023-04-17 17:00:00
20083,Simulador Ambiente,0.92,0.99,0.99,0.93,112.25,122.53,0.97,0.97,2023-04-17 18:00:00
20084,Medidor Corrente,0.98,0.93,0.98,0.93,100.79,125.47,0.97,0.96,2023-04-17 19:00:00
20085,Equipamento Solda por Onda,0.93,0.92,0.98,0.95,118.75,154.89,0.94,0.95,2023-04-17 20:00:00
20086,Equipamento Solda por Onda,0.93,0.96,1.0,0.9,106.44,137.6,0.95,0.93,2023-04-17 21:00:00
20087,Scanner Linha Producao,0.98,0.93,0.97,0.9,102.91,122.54,0.98,0.91,2023-04-17 22:00:00
20088,Simulador Ambiente,0.92,0.92,0.96,0.94,117.1,158.84,0.97,0.94,2023-04-17 23:00:00
20089,AOI Automatizado,0.91,0.92,0.99,0.96,111.36,120.94,0.97,0.95,2023-04-18 00:00:00
20090,Testador Circuito SMT,0.93,0.95,0.98,0.96,104.73,157.04,0.93,0.95,2023-04-18 01:00:00
20091,AOI Automatizado,0.97,0.93,0.98,0.94,102.97,158.0,0.95,0.91,2023-04-18 02:00:00
20092,Calibrador Robos,0.93,0.93,0.97,0.95,101.22,124.74,0.93,0.93,2023-04-18 03:00:00
20093,Inspetor Visual Otico,0.92,0.96,0.96,0.93,100.3,122.82,0.98,0.97,2023-04-18 04:00:00
20094,Equipamento Solda por Refusao,0.97,0.97,0.96,0.96,120.99,142.82,0.96,0.96,2023-04-18 05:00:00
20095,Calibrador Robos,0.97,0.98,0.98,0.95,100.33,154.38,0.95,0.95,2023-04-18 06:00:00
20096,Equipamento Solda por Onda,0.94,0.96,0.98,0.94,106.74,148.02,0.97,0.91,2023-04-18 07:00:00
20097,Testador Circuito SMT,0.92,0.93,0.97,0.94,125.03,135.29,0.97,0.91,2023-04-18 08:00:00
20098,Testador Circuito SMT,0.97,0.92,0.98,0.91,109.21,148.31,0.98,0.94,2023-04-18 09:00:00
20099,Medidor Corrente,0.92,0.95,0.95,0.93,124.52,155.05,0.93,0.94,2023-04-18 10:00:00
20100,Scanner Linha Producao,0.96,0.93,0.98,0.94,127.33,122.44,0.93,0.91,2023-04-18 11:00:00
20101,Equipamento Solda por Refusao,0.91,0.94,0.99,0.97,107.46,126.48,0.93,0.95,2023-04-18 12:00:00
20102,Scanner Linha Producao,0.91,0.95,0.98,0.92,111.58,148.65,0.97,0.94,2023-04-18 13:00:00
20103,Medidor Corrente,0.9,0.94,0.97,0.95,101.19,132.09,0.97,0.96,2023-04-18 14:00:00
20104,Medidor Corrente,0.93,0.92,0.99,0.92,125.1,138.53,0.96,0.9,2023-04-18 15:00:00
20105,Testador Circuito SMT,0.96,0.9,0.96,0.94,108.71,147.57,0.94,0.96,2023-04-18 16:00:00
20106,Medidor Corrente,0.96,0.92,1.0,0.95,124.06,123.54,0.96,0.95,2023-04-18 17:00:00
20107,Testador ICT,0.93,0.92,0.96,0.97,109.88,137.38,0.98,0.9,2023-04-18 18:00:00
20108,Medidor Corrente,0.94,0.94,0.96,0.9,120.45,150.21,0.95,0.95,2023-04-18 19:00:00
20109,Scanner Linha Producao,0.99,0.94,0.96,0.9,100.92,141.65,0.96,0.92,2023-04-18 20:00:00
20110,Scanner AOI,0.91,0.95,0.98,0.91,115.11,132.42,0.94,0.95,2023-04-18 21:00:00
20111,Medidor Corrente,0.92,0.97,0.99,0.89,107.23,121.64,0.96,0.94,2023-04-18 22:00:00
20112,AOI Automatizado,0.91,0.9,1.0,0.93,122.72,148.83,0.94,0.96,2023-04-18 23:00:00
20113,Simulador Ambiente,0.9,0.94,0.96,0.94,113.5,142.38,0.95,0.97,2023-04-19 00:00:00
20114,Equipamento Solda por Refusao,0.91,0.98,0.95,0.93,108.2,121.67,0.99,0.95,2023-04-19 01:00:00
20115,Simulador Ambiente,0.94,0.92,0.98,0.91,117.83,123.3,0.99,0.96,2023-04-19 02:00:00
20116,Calibrador Robos,0.95,0.95,0.97,0.89,109.78,136.64,0.95,0.92,2023-04-19 03:00:00
20117,Equipamento Solda por Onda,0.92,0.94,0.96,0.94,110.45,151.05,0.96,0.9,2023-04-19 04:00:00
20118,AOI Automatizado,0.9,0.91,0.96,0.91,101.83,131.96,0.93,0.93,2023-04-19 05:00:00
20119,Testador ICT,0.99,0.9,1.0,0.93,128.51,152.93,0.95,0.94,2023-04-19 06:00:00
20120,Scanner AOI,0.97,0.99,0.98,0.88,119.57,136.71,0.98,0.92,2023-04-19 07:00:00
20121,Inspetor Visual Otico,0.94,0.9,0.96,0.92,113.19,139.27,0.94,0.95,2023-04-19 08:00:00
20122,AOI Automatizado,0.94,0.95,0.96,0.91,107.1,157.73,0.94,0.9,2023-04-19 09:00:00
